,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Torino2019,Torino2019,Torino2019,Torino2019,Torino2019,Torino2020,Torino2020,Torino2020,Torino2020,Torino2020,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023
Profile time series,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,8,9,10,11,12,13,14,15,16,17,46,47,48,49,50,51,52
5746,0.491,0.525,0.64,0.45516,0.44866,0.486,0.6217,0.603661095,0.589,0.574,0.58789,0.58881,0.50216,0.4633,0.582562099,0.709,0.506,0.53282,0.53846,0.33648,0.3134,0.645,0.645,0,0.65078,0.65445,0.65289,0.5533,0.641230336,0.666,0,0,0.64102,0.62272,0.552,0.131605268,0.117,0.13945,0.39475,0.4001,0.431690374,0.601,0.51057,0.54317,0.5144,0.670117469,0.633,0,0,0,0,0
5747,0.622,0.666,0.748,0.6176,0.61255,0.6282,0.6819,0.254677061,0.53,0.32,0.22118,0.24482,0.55047,0.455,0.770115621,0.765,0.594,0.63415,0.63977,0.57164,0.4451,0.7,0.7,0,0.73629,0.73891,0.73142,0.6347,0.68695241,0.733,0,0,0.69361,0.68814,0.6326,0.194032339,0.121,0.16257,0.52229,0.5113,0.575587165,0.691,0.59871,0.63633,0.644,0.793376473,0.729,0,0,0,0,0
5748,0.707,0.756,0.805,0.72557,0.71701,0.70317,0.7071,0.295155301,0.338,0.299,0.29289,0.31789,0.32616,0.3569,0.610890165,0.773,0.664,0.74482,0.75202,0.62753,0.5439,0.661,0.661,0,0.77699,0.63023,0.63125,0.6398,0.672463351,0.748,0,0,0.71178,0.70304,0.6779,0.169194866,0.138,0.09518,0.51501,0.5646,0.476347999,0.736,0.64731,0.65441,0.7083,0.854925746,0.777,0,0,0,0,0
5749,0.748,0.8,0.816,0.78304,0.77701,0.7419,0.6307,0.189377586,0.255,0.227,0.16472,0.17499,0.2278,0.2223,0.596866256,0.737,0.676,0.73663,0.73774,0.43397,0.4642,0.531,0.531,0,0.75548,0.74,0.63309,0.5927,0.481839541,0.705,0,0,0.68899,0.67428,0.6716,0.081263544,0.149,0.08151,0.5044,0.5332,0.648362554,0.743,0.65241,0.63635,0.6986,0.783652372,0.781,0,0,0,0,0
5750,0.736,0.788,0.775,0.80166,0.79573,0.76622,0.5128,0.18360159,0.196,0.152,0.179,0.18882,0.10866,0.1566,0.25596456,0.66,0.596,0.67945,0.67913,0.43548,0.4075,0.329,0.329,0,0.69049,0.68397,0.58956,0.5727,0.50314916,0.631,0,0,0.6169,0.58918,0.6185,0.123187198,0.158,0.2022,0.49539,0.5227,0.469732054,0.705,0.55568,0.62456,0.6787,0.791537022,0.74,0,0,0,0,0
5751,0.669,0.716,0.616,0.7763,0.7702,0.57874,0.3879,0.130897428,0.148,0.146,0.10151,0.11093,0.0726,0.0939,0.496161554,0.503,0.432,0.36458,0.37254,0.30576,0.3712,0.192,0.192,0,0.34499,0.47535,0.48127,0.5017,0.367553957,0.507,0,0,0.5089,0.46703,0.5082,0.244707451,0.139,0.08505,0.34108,0.403,0.430036388,0.62,0.49328,0.5097,0.6067,0.691704996,0.654,0,0,0,0,0
5752,0.562,0.601,0.395,0.68215,0.67412,0.43871,0.2705,0.229568159,0.148,0.23,0.223,0.24866,0.09913,0.0888,0.262469698,0.362,0.371,0.41833,0.4185,0.23854,0.2855,0.108,0.108,0,0.29217,0.38095,0.26762,0.3453,0.274461574,0.336,0,0,0.32311,0.33458,0.3835,0.235539257,0.125,0.21119,0.26479,0.2623,0.205094277,0.484,0.31611,0.41708,0.4959,0.533707988,0.522,0,0,0,0,0
5753,0.438,0.468,0.312,0.5957,0.59072,0.29971,0.1868,0.098910548,0.126,0.161,0.13429,0.14324,0.05663,0.0772,0.124761464,0.188,0.232,0.23088,0.23205,0.10377,0.1874,0.053,0.053,0,0.17406,0.07349,0.12254,0.1938,0.097854577,0.164,0,0,0.21799,0.13953,0.2163,0.393815636,0.076,0.21826,0.20406,0.2269,0.221634138,0.302,0.21829,0.24671,0.3493,0.327678947,0.344,0,0,0,0,0
5754,0.295,0.315,0.232,0.34722,0.34566,0.26115,0.089,0.030040761,0.044,0.066,0.05338,0.05787,0.01482,0.0421,0.033315785,0.045,0.08,0.06209,0.06282,0.01965,0.0754,0.016,0.016,0,0.02642,0.05679,0.02497,0.0702,0.031591069,0.043,0,0,0.06132,0.0171,0.0685,0.272128688,0.017,0.10217,0.062,0.1291,0.09758518,0.094,0.09366,0.06501,0.1512,0.114298867,0.141,0,0,0,0,0
5755,0.157,0.168,0.091,0.22349,0.22064,0.13066,0.0226,0,0,0.007,0.00398,0.00454,0,0.0063,0.003324917,0.001,0.007,0.00196,0.00349,0,0.0103,0,0,0,0.00432,0.00432,0,0.0114,0.00285105,0,0,0,0.00098,0,0.0073,0.033755626,0,0,0,0,0.024809792,0,0,0,0,0.008168702,0.005,0,0,0,0,0
5756,0.057,0.061,0.011,0.06082,0.06138,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000666778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,0.005,0.005,0,0.00987,0.00987,0.00169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5765,0,0,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5766,0,0,0.018,0,0,0,0.0506,0.014849391,0.037,0.022,0.0053,0.0053,0.02656,0,0.025855242,0.054,0.015,0.00398,0.00511,0.02714,0,0.045,0.045,0,0.00543,0.00482,0.02558,0,0.026102092,0.04,0,0,0.00277,0.02605,0,8.33E-05,0.026,0.00298,0.01732,0,0,0.032,0.00148,0.00583,0,0.001396048,0,0,0,0,0,0
5767,0.033,0.035,0.119,0.01171,0.01171,0.0223,0.1831,0.191914771,0.212,0.174,0.14576,0.14589,0.18344,0.0842,0.193883067,0.23,0.164,0.13987,0.14625,0.16327,0.0788,0.18,0.18,0,0.00868,0.11938,0.17544,0.0804,0.150619904,0.153,0,0,0.11685,0.16032,0.0799,0.037506251,0.112,0.06178,0.06513,0.0441,0.023155805,0.118,0.05356,0.02186,0.0305,0.073510252,0.074,0,0,0,0,0
5768,0.138,0.147,0.298,0.07325,0.07375,0.10226,0.3357,0.384309298,0.437,0.373,0.36202,0.36382,0.33584,0.2344,0.411312153,0.414,0.369,0.35382,0.35553,0.32854,0.197,0.188,0.188,0,0.03252,0.23935,0.32053,0.2196,0.340536376,0.207,0,0,0.33765,0.35111,0.2251,0.066927821,0.244,0.18457,0.20685,0.153,0.129010916,0.28,0.16944,0.03761,0.0599,0.273876413,0.224,0,0,0,0,0
5769,0.314,0.335,0.478,0.25038,0.24741,0.27012,0.4976,0.423368738,0.613,0.506,0.53096,0.53151,0.43997,0.3225,0.585103365,0.574,0.531,0.53023,0.52934,0.5155,0.3411,0.275,0.275,0,0.54332,0.44582,0.41862,0.3121,0.494175853,0.353,0,0,0.5269,0.53182,0.4032,0.246791132,0.403,0.37259,0.41173,0.3225,0.200132319,0.427,0.20675,0.09206,0.105,0.465349928,0.349,0,0,0,0,0
5770,0.478,0.512,0.631,0.44549,0.43905,0.46753,0.6139,0.507554669,0.722,0.544,0.58388,0.5849,0.61895,0.4442,0.715151723,0.702,0.642,0.64858,0.64595,0.5842,0.4521,0.432,0.432,0,0.61286,0.61565,0.52521,0.377,0.620337394,0.581,0,0,0.6493,0.64151,0.5552,0.442407068,0.541,0.52057,0.53948,0.5152,0.1786305,0.547,0.48132,0.13238,0.1499,0.675579643,0.37,0,0,0,0,0
5771,0.61,0.652,0.74,0.60577,0.59844,0.61756,0.6329,0.597701435,0.771,0.577,0.62921,0.63024,0.65828,0.5373,0.705853558,0.771,0.718,0.72565,0.72381,0.65377,0.5206,0.566,0.566,0,0.09011,0.24467,0.56867,0.4131,0.685218393,0.663,0,0,0.7273,0.7066,0.6409,0.580430072,0.622,0.61867,0.59312,0.6073,0.484617929,0.592,0.3315,0.27178,0.2222,0.781180293,0.518,0,0,0,0,0
5772,0.695,0.743,0.803,0.71101,0.70567,0.69323,0.6055,0.584531683,0.773,0.589,0.67575,0.67695,0.66097,0.5512,0.770415779,0.783,0.724,0.71376,0.71956,0.69015,0.6325,0.674,0.674,0,0.09199,0.20909,0.61506,0.447,0.694977982,0.664,0,0,0.7659,0.71112,0.6577,0.683447241,0.647,0.67631,0.54923,0.598,0.340721138,0.623,0.6298,0.32599,0.2949,0.830988456,0.633,0,0,0,0,0
5773,0.734,0.785,0.822,0.76525,0.75676,0.63407,0.5766,0.56548366,0.723,0.536,0.64313,0.64971,0.5137,0.5045,0.747108705,0.746,0.713,0.72296,0.72385,0.67482,0.676,0.693,0.693,0,0.41296,0.61179,0.67529,0.5635,0.67085292,0.604,0,0,0.76972,0.62011,0.5489,0.730455076,0.633,0.67119,0.46991,0.5002,0.466424082,0.549,0.25204,0.25027,0.2555,0.836845013,0.715,0,0,0,0,0
5774,0.73,0.781,0.77,0.77866,0.77325,0.592,0.54,0.22304552,0.621,0.261,0.1951,0.20156,0.3883,0.3858,0.646107247,0.653,0.678,0.67374,0.67544,0.60487,0.6226,0.645,0.645,0,0.20036,0.52845,0.61385,0.6181,0.478275985,0.525,0,0,0.697,0.56619,0.4563,0.732788798,0.558,0.67526,0.39423,0.3957,0.286139596,0.334,0.08177,0.2124,0.1961,0.787082131,0.725,0,0,0,0,0
5775,0.675,0.722,0.712,0.66905,0.66438,0.554,0.479,0.390804238,0.445,0.263,0.34122,0.35265,0.29586,0.3089,0.520243553,0.523,0.569,0.57137,0.57061,0.48622,0.531,0.543,0.543,0,0.38911,0.33125,0.38756,0.4735,0.368327646,0.438,0,0,0.57569,0.43613,0.4051,0.679863311,0.467,0.59551,0.41164,0.3754,0.03804168,0.171,0.32659,0.1063,0.1537,0.68691566,0.644,0,0,0,0,0
5776,0.6,0.642,0.593,0.6378,0.63072,0.54449,0.3401,0.184718214,0.238,0.212,0.17285,0.19614,0.12739,0.1929,0.313388329,0.371,0.418,0.41275,0.41384,0.33836,0.403,0.354,0.354,0,0.32143,0.40937,0.26495,0.3056,0.194929485,0.301,0,0,0.39421,0.29003,0.309,0.590348391,0.332,0.50021,0.32959,0.3414,0.185246444,0.087,0.17267,0.08808,0.1005,0.529695767,0.511,0,0,0,0,0
5777,0.483,0.517,0.392,0.57504,0.56948,0.44281,0.2115,0.087589787,0.121,0.177,0.1854,0.19066,0.08785,0.1037,0.101287575,0.194,0.243,0.2287,0.22814,0.14086,0.2268,0.187,0.187,0,0.22256,0.15018,0.13789,0.1991,0.055888155,0.141,0,0,0.22883,0.11822,0.1735,0.446407735,0.182,0.33224,0.2314,0.2692,0.18690043,0.046,0.21035,0.04044,0.0613,0.323142511,0.335,0,0,0,0,0
5778,0.338,0.362,0.219,0.36392,0.36014,0.25,0.087,0.025517901,0.033,0.054,0.03904,0.04576,0.02898,0.0586,0.023125343,0.042,0.076,0.05389,0.05113,0.01646,0.066,0.046,0.046,0,0.05619,0.05507,0.02133,0.0685,0.013453031,0.036,0,0,0.05246,0.01321,0.0661,0.242123687,0.04,0.1252,0.0626,0.1347,0.039695667,0.009,0.02884,0.00889,0.0215,0.111361043,0.137,0,0,0,0,0
5779,0.185,0.198,0.09,0.23568,0.23291,0.13751,0.0216,0.000273054,0,0.006,0.00195,0.00348,0,0.0093,0.000843251,0,0.009,0.0029,0.00395,0,0.007,0,0,0,0.00394,0.00239,0,0.0101,0.001177163,0,0,0,0.00329,0,0.0081,0.043007168,0,0,0,0,0.009923917,0,0,0,0,0.007554322,0.005,0,0,0,0,0
5780,0.057,0.061,0.023,0.05934,0.06054,0.02755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5781,0.005,0.005,0,0.01178,0.01178,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5789,0,0,0,0,0,0,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5790,0,0,0.016,0,0,0,0.0622,0.003604301,0.025,0.009,0,0.00173,0.00215,0,0,0.029,0,0,0.00223,0.01199,0,0.023,0.023,0,0.0043,0.00221,0.00913,0,0.005703555,0.007,0,0,0.00077,0.01267,0,0.000250042,0.028,0.00399,0.01393,0,0,0.018,0,0.0091,0,0.000939905,0,0,0,0,0,0
5791,0.03,0.032,0.117,0.01513,0.01443,0.02159,0.1734,0.086218006,0.106,0.058,0.0089,0.01377,0.03683,0.0085,0.012847557,0.151,0.064,0.12672,0.13436,0.12841,0.0539,0.119,0.119,0,0.08542,0.07658,0.11626,0.0631,0.014440307,0.065,0,0,0.03257,0.02968,0.0163,0.022003667,0.111,0.03243,0.04703,0.0488,0,0.1,0.03585,0.02633,0.015,0.069619597,0.085,0,0,0,0,0
5792,0.141,0.151,0.292,0.07082,0.07009,0.09675,0.3295,0.077428802,0.22,0.061,0.01302,0.01813,0.1406,0.0552,0.075237158,0.345,0.077,0.01296,0.01584,0.29538,0.1614,0.23,0.23,0,0.12311,0.28256,0.26027,0.1916,0.013909739,0.12,0,0,0.04866,0.03571,0.0246,0.073428905,0.275,0.18293,0.15887,0.1412,0.019847833,0.226,0.06123,0.05273,0.0368,0.263571166,0.282,0,0,0,0,0
5793,0.32,0.342,0.467,0.24645,0.24351,0.27391,0.4753,0.060831525,0.278,0.084,0.10863,0.11475,0.16368,0.0863,0.371992818,0.533,0.323,0.3231,0.33438,0.4529,0.2824,0.372,0.372,0,0.1301,0.30675,0.37662,0.3031,0.140645257,0.198,0,0,0.04367,0.09026,0.0506,0.245707618,0.435,0.36493,0.35467,0.2745,0.044657625,0.352,0.07647,0.06167,0.056,0.46813447,0.465,0,0,0,0,0
5794,0.485,0.519,0.615,0.43088,0.42582,0.46531,0.5817,0.06001414,0.294,0.093,0.10222,0.11092,0.0612,0.0713,0.667767451,0.657,0.619,0.65146,0.64851,0.60037,0.4376,0.553,0.553,0,0.05605,0.34251,0.47226,0.402,0.537794583,0.261,0,0,0.4903,0.10626,0.085,0.427904651,0.547,0.50246,0.38392,0.4011,0.132318889,0.457,0.28844,0.10793,0.0853,0.60315525,0.611,0,0,0,0,0
5795,0.615,0.658,0.724,0.58417,0.57849,0.58449,0.6714,0.101848332,0.505,0.126,0.09488,0.10975,0.16611,0.0977,0.578293454,0.718,0.687,0.69466,0.69449,0.64641,0.4942,0.721,0.721,0,0.34754,0.32012,0.51958,0.4378,0.474049284,0.24,0,0,0.55052,0.20381,0.1058,0.56217703,0.615,0.595,0.52006,0.468,0.185246444,0.482,0.25343,0.21873,0.1683,0.540375669,0.706,0,0,0,0,0
5796,0.7,0.748,0.785,0.68794,0.68189,0.66568,0.6673,0.078223653,0.615,0.146,0.14407,0.15542,0.06331,0.1099,0.711229451,0.721,0.721,0.73189,0.73735,0.65767,0.4939,0.758,0.758,0,0.14439,0.2074,0.60185,0.4547,0.35506196,0.209,0,0,0.37794,0.29872,0.155,0.660193366,0.63,0.64832,0.6214,0.6034,0.238173999,0.402,0.45987,0.22954,0.2349,0.422550092,0.746,0,0,0,0,0
5797,0.742,0.794,0.802,0.74617,0.74398,0.70973,0.5523,0.113209918,0.617,0.114,0.05848,0.07128,0.04968,0.0894,0.566684374,0.657,0.696,0.65451,0.6519,0.58856,0.5095,0.728,0.728,0,0.44649,0.46217,0.61251,0.5168,0.282092605,0.18,0,0,0.35945,0.31697,0.2168,0.653692282,0.608,0.65738,0.61792,0.6581,0.327489249,0.354,0.15075,0.15939,0.2045,0.815842953,0.711,0,0,0,0,0
5798,0.747,0.798,0.775,0.75872,0.75337,0.63434,0.4975,0.190134472,0.36,0.138,0.1,0.121,0.1313,0.1562,0.338991874,0.567,0.559,0.58782,0.59216,0.49497,0.4593,0.655,0.655,0,0.35222,0.39486,0.47702,0.4934,0.222594036,0.125,0,0,0.24926,0.37221,0.2688,0.672112019,0.524,0.64667,0.51745,0.5875,0.138934833,0.323,0.13107,0.05948,0.1147,0.724761567,0.644,0,0,0,0,0
5799,0.705,0.754,0.691,0.73487,0.72945,0.47969,0.4569,0.267813204,0.17,0.301,0.35378,0.36534,0.2001,0.2246,0.268087204,0.422,0.365,0.38204,0.38934,0.4192,0.4023,0.534,0.534,0,0.30228,0.24431,0.36677,0.4055,0.091398661,0.145,0,0,0.12971,0.18901,0.2376,0.600683447,0.414,0.57444,0.30615,0.3952,0.142242805,0.265,0.08618,0.09551,0.0791,0.62118638,0.543,0,0,0,0,0
5800,0.62,0.663,0.575,0.66293,0.65688,0.5284,0.3606,0.234480907,0.093,0.266,0.24969,0.27607,0.15802,0.2216,0.154604115,0.241,0.259,0.30815,0.31284,0.22103,0.2815,0.38,0.38,0,0.29288,0.37245,0.28873,0.3338,0.043777905,0.175,0,0,0.0341,0.04865,0.1221,0.595099183,0.285,0.46784,0.24108,0.2597,0.147204763,0.163,0.20634,0.0536,0.0769,0.417609503,0.412,0,0,0,0,0
5801,0.496,0.53,0.429,0.55503,0.54861,0.40843,0.2265,0.108443617,0.063,0.207,0.20026,0.20396,0.1049,0.1624,0.100672239,0.117,0.135,0.13417,0.13963,0.09815,0.151,0.196,0.196,0,0.22729,0.17327,0.13106,0.2149,0.009233946,0.083,0,0,0.17696,0.02068,0.0445,0.232288715,0.151,0.13476,0.15926,0.2079,0.117433014,0.069,0.0484,0.01514,0.0384,0.123613366,0.274,0,0,0,0,0
5802,0.355,0.379,0.254,0.4179,0.41295,0.30079,0.0827,0.025004203,0.018,0.071,0.04768,0.04708,0.01945,0.0708,0.046651329,0.027,0.046,0.04516,0.05022,0.03123,0.0643,0.042,0.042,0,0.05063,0.05312,0.01919,0.0669,0.005014066,0.014,0,0,0.01061,0.00022,0.0114,0.089598266,0.035,0.04491,0.04161,0.1018,0.024809792,0.013,0.05283,0.00504,0.0088,0.082690408,0.122,0,0,0,0,0
5803,0.188,0.201,0.087,0.23259,0.22976,0.14418,0.0221,0,0,0.009,0.00248,0.003,0,0.0072,0.003768583,0,0,0,0.00057,0,0.0073,0,0,0,0.00346,0.00294,0,0.006,0,0,0,0,0,0,0,0.026504417,0,0,0,0,0.001653986,0,0,0,0,0.002925819,0.005,0,0,0,0,0
5804,0.053,0.056,0.023,0.05366,0.05412,0.02653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5805,0.006,0.006,0,0.01238,0.01238,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5813,0,0,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5814,0,0,0.007,0,0,0,0.0516,0.024758018,0.037,0.007,0.00335,0.00381,0.01289,0,0.015221826,0.018,0.01,0,0.00168,0.01757,0,0.05,0.05,0,0.00335,0.00333,0.02374,0,0.007385409,0.013,0,0,0.00279,0,0,8.33E-05,0.026,0.00199,0.01197,0,0,0.018,0.00406,0.00848,0,0.000961345,0,0,0,0,0,0
