,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2014,Utrecht2015,Utrecht2016,Utrecht2017
Profile time series,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PV-MEAS,PV-MEAS,PV-MEAS,PV-MEAS
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
5986,0.41599,0.41505,0.40826,0.40804,0.514,0.415,0.42452,0.42097,0.38278,0.4353,0.566,0.339,0.5766,0.44666,0.54348,0.52475,0.667,0.25675,0.45001,0.42088,0.42105,0.467,0.483512864,0.202718677,0.629904625,0.298539301
5987,0.50472,0.31365,0.35454,0.28823,0.665,0.437,0.27722,0.381,0.14226,0.38035,0.58,0.183,0.73369,0.43242,0.73442,0.54315,0.723,0.33635,0.49549,0.26606,0.51088,0.571,0.410113911,0.243730167,0.71959724,0.222115223
5988,0.5236,0.38677,0.54088,0.38868,0.706,0.506,0.26803,0.44759,0.13671,0.44259,0.596,0.157,0.60928,0.54612,0.63499,0.62075,0.701,0.13703,0.4032,0.14313,0.40573,0.619,0.661437644,0.203375206,0.571769637,0.181881882
5989,0.67723,0.55191,0.71342,0.53698,0.66,0.579,0.51941,0.35636,0.27503,0.3827,0.593,0.237,0.60862,0.35,0.56846,0.47076,0.649,0.15854,0.34635,0.12199,0.35636,0.648,0.572312197,0.184166021,0.580027519,0.209067309
5990,0.45603,0.46586,0.61225,0.45076,0.537,0.515,0.28662,0.28701,0.2706,0.27813,0.55,0.2,0.34535,0.29566,0.50166,0.41098,0.57,0.13053,0.19083,0.14444,0.16665,0.591,0.40181452,0.133494614,0.183901581,0.048832405
5991,0.51442,0.36851,0.38622,0.35753,0.422,0.446,0.07984,0.23634,0.14736,0.26137,0.439,0.122,0.14489,0.17845,0.2906,0.2846,0.457,0.12953,0.15176,0.04564,0.13874,0.441,0.315262635,0.124288895,0.245519605,0.079211282
5992,0.34492,0.24155,0.23981,0.22863,0.301,0.303,0.09553,0.0974,0.14038,0.11363,0.248,0.124,0.34184,0.12718,0.39541,0.18587,0.302,0.2904,0.16805,0.18802,0.15672,0.273,0.16889819,0.075946925,0.291515616,0.196268745
5993,0.19001,0.04581,0.14876,0.0546,0.144,0.19,0.09619,0.04259,0.09955,0.04821,0.09,0.099,0.18283,0.06349,0.17136,0.07891,0.149,0.11571,0.06624,0.12243,0.06199,0.113,0.079395789,0.038705219,0.099034185,0.055701347
5994,0.03576,0.00762,0.03654,0.00655,0.027,0.044,0.03856,0.00776,0.03547,0.00766,0.02,0.046,0.03745,0.00883,0.03607,0.00893,0.027,0.03351,0.01067,0.03589,0.01012,0.018,0.024717922,0.011522037,0.021435071,0.010011561
5995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45E-06,0
5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006,0,0.01201,0,0.01245,0.017,0.003,0,0.00252,0,0.00226,0.009,0.002,0,0.01375,0,0.01464,0.016,0,0,0,0,0,0.010862016,0.009433425,0.008535561,0
6007,0.06869,0.10073,0.07333,0.11676,0.161,0.09,0.0656,0.0221,0.0656,0.01893,0.085,0.073,0.12589,0.17198,0.12989,0.17625,0.122,0.00279,0.00514,0.00392,0.00566,0.023,0.094671738,0.119051811,0.120116026,0.011171369
6008,0.21685,0.17505,0.2599,0.17491,0.402,0.261,0.31559,0.08173,0.34023,0.07979,0.218,0.295,0,0.37296,0,0.37765,0.301,0.04314,0.00658,0.03081,0.01274,0.047,0.374246383,0.286739785,0.388451806,0.023412737
6009,0.52366,0.31736,0.53361,0.32275,0.585,0.491,0.36765,0.28435,0.34352,0.29255,0.396,0.356,0.51767,0.54418,0.51835,0.54639,0.505,0.05152,0.03423,0.0473,0.03192,0.075,0.50671378,0.280982018,0.567592193,0.034764969
6010,0.61195,0.53271,0.62158,0.52215,0.711,0.594,0.35681,0.36157,0.23247,0.40278,0.401,0.293,0.6404,0.65426,0.64101,0.65571,0.66,0.05317,0.03505,0.05743,0.03293,0.092,0.632752429,0.160838293,0.673017418,0.052171562
6011,0.7344,0.67706,0.74833,0.65679,0.781,0.711,0.19392,0.34176,0.2306,0.37485,0.263,0.196,0.7186,0.71216,0.72308,0.71391,0.74,0.05146,0.02966,0.06774,0.02986,0.135,0.763597105,0.25309249,0.729161761,0.085238942
6012,0.77805,0.74476,0.77411,0.73992,0.797,0.766,0.14385,0.17354,0.34852,0.1838,0.306,0.263,0.74769,0.72375,0.74812,0.72515,0.759,0.11516,0.07418,0.11605,0.08084,0.147,0.778150798,0.322863176,0.737149311,0.092353368
6013,0.74191,0.70298,0.75987,0.7007,0.763,0.74,0.4332,0.2164,0.35278,0.23319,0.398,0.33,0.73754,0.69269,0.74067,0.69348,0.725,0.16616,0.04774,0.15377,0.05516,0.14,0.751485737,0.182221653,0.706748068,0.086848281
6014,0.68446,0.62179,0.68101,0.62598,0.682,0.669,0.20238,0.26362,0.16392,0.26016,0.416,0.207,0.66584,0.61398,0.66157,0.61375,0.641,0.1218,0.04736,0.1165,0.05051,0.245,0.634235003,0.157350644,0.630673971,0.057254497
6015,0.58442,0.49938,0.46737,0.50193,0.551,0.536,0.14999,0.20837,0.16824,0.19138,0.32,0.166,0.55253,0.48638,0.55272,0.48517,0.514,0.06327,0.0453,0.05558,0.04528,0.215,0.37551254,0.161342992,0.500940586,0.049113248
6016,0.40372,0.32069,0.39489,0.31948,0.373,0.384,0.17441,0.16146,0.18378,0.15498,0.236,0.17,0.39546,0.31155,0.39585,0.30946,0.353,0.02826,0.02846,0.04208,0.02354,0.068,0.280218779,0.097037398,0.297377817,0.011025501
6017,0.20008,0.11407,0.19734,0.11354,0.173,0.205,0.12048,0.05957,0.13648,0.05644,0.061,0.128,0.1881,0.11496,0.18544,0.11321,0.167,0.05045,0.00824,0.06659,0.011,0.017,0.05575751,0.0618084,0.157991678,0.018775818
6018,0.0301,0.0106,0.02802,0.01011,0.023,0.049,0.03329,0.00887,0.02757,0.00846,0.01,0.049,0.02925,0.01079,0.02862,0.01021,0.024,0.03466,9.00E-05,0.03464,7.00E-05,0.002,0.011599634,0.007743431,0.024,0.004791076
6019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-07,0,0,0
6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6030,0,0.00615,0,0.00698,0.012,0,0,0.0106,0,0.0115,0.025,0.003,0,0.01265,0,0.01346,0.024,0,0,0,0,0.001,0.003970777,0.011139981,0,0.002860358
6031,0.01472,0.08601,0.00838,0.08754,0.095,0.023,0.08457,0.10638,0.09808,0.1047,0.2,0.104,0.11744,0.16636,0.1188,0.16941,0.195,0.00282,0.02016,0.00228,0.01749,0.038,0.034619555,0.135372132,0.114554268,0.013271912
6032,0.11372,0.19018,0.11958,0.19398,0.25,0.107,0.31035,0.26588,0.35352,0.26917,0.409,0.337,0.33452,0.36703,0.3359,0.37017,0.401,0.25704,0.03163,0.26703,0.02985,0.138,0.091085658,0.398458045,0.36995963,0.080253116
6033,0.21296,0.21188,0.21296,0.22738,0.497,0.183,0.54851,0.49578,0.54346,0.4898,0.581,0.54,0.52063,0.53023,0.51806,0.53364,0.567,0.16759,0.07357,0.18446,0.06787,0.262,0.115294781,0.569177799,0.548833774,0.178908153
6034,0.13368,0.20632,0.15586,0.20993,0.605,0.151,0.68791,0.61203,0.69411,0.61973,0.7,0.671,0.64693,0.64726,0.64078,0.64851,0.678,0.02933,0.06047,0.07845,0.05487,0.394,0.15656878,0.650995014,0.660670996,0.083714848
6035,0.24988,0.27355,0.26188,0.24708,0.662,0.249,0.72254,0.67811,0.66012,0.67596,0.77,0.679,0.72978,0.70987,0.72281,0.7103,0.739,0.05252,0.37632,0.0358,0.27782,0.533,0.340996207,0.641187457,0.723470893,0.218430453
6036,0.35032,0.29537,0.29219,0.29961,0.641,0.331,0.68703,0.54042,0.69079,0.5429,0.788,0.656,0.75684,0.72246,0.75004,0.72193,0.753,0.56892,0.52281,0.71331,0.4394,0.512,0.262450421,0.533406549,0.741086476,0.644000864
6037,0.24348,0.2545,0.10199,0.25818,0.705,0.189,0.7385,0.42664,0.64623,0.42766,0.756,0.634,0.74266,0.68846,0.73567,0.68778,0.715,0.80153,0.42658,0.79115,0.42827,0.421,0.15563244,0.490967408,0.691131626,0.50197025
6038,0.23294,0.2928,0.24395,0.28215,0.608,0.172,0.67022,0.3677,0.46017,0.37692,0.678,0.589,0.67239,0.60506,0.66946,0.60476,0.63,0.05758,0.49957,0.06862,0.43359,0.398,0.205759264,0.490126146,0.580841361,0.343247396
6039,0.14134,0.16046,0.18348,0.15098,0.458,0.178,0.58833,0.24357,0.58332,0.24833,0.549,0.566,0.54737,0.47101,0.54264,0.46964,0.496,0.61357,0.32876,0.60807,0.34441,0.319,0.167575402,0.509021952,0.448333972,0.493056123
6040,0.17894,0.13174,0.16045,0.11672,0.261,0.169,0.41379,0.19671,0.40632,0.20715,0.373,0.4,0.38293,0.28651,0.38174,0.28711,0.326,0.42346,0.15383,0.4215,0.14917,0.217,0.116208724,0.303269093,0.247820314,0.091216135
6041,0.10588,0.06237,0.10843,0.0527,0.125,0.107,0.19401,0.07494,0.19502,0.077,0.172,0.208,0.17658,0.08838,0.17451,0.08976,0.148,0.1117,0.05934,0.12188,0.05981,0.11,0.042743717,0.096922241,0.080178729,0.103913595
6042,0.03335,0.00816,0.03186,0.00677,0.023,0.04,0.02877,0.01053,0.02662,0.00943,0.022,0.05,0.03217,0.00901,0.03143,0.00834,0.023,0.01901,0.00693,0.02361,0.00762,0.023,0.004242527,0.012281338,0.016853686,0.015126122
6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41E-06,0
6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6054,0,0.00769,0,0.00806,0.006,0.001,0,0.01266,0,0.01348,0.022,0.002,0,0.01143,0,0.01214,0.022,0,0.01095,0,0.01217,0.016,0.007548943,0.013709192,0.011650237,0.01021751
6055,0.06509,0.12223,0.06602,0.10817,0.077,0.066,0.12815,0.15996,0.13577,0.16792,0.186,0.137,0.1153,0.15049,0.11601,0.15041,0.197,0.13024,0.16467,0.12956,0.17304,0.166,0.07815282,0.124077148,0.120895206,0.11006785
6056,0.23389,0.27627,0.28738,0.25727,0.185,0.261,0.3206,0.38442,0.34888,0.39037,0.338,0.344,0.33334,0.29628,0.3202,0.27773,0.404,0.34961,0.29133,0.35408,0.32849,0.39,0.386720715,0.36735806,0.316878557,0.348935629
6057,0.50174,0.47187,0.52914,0.44591,0.371,0.502,0.53847,0.56782,0.53658,0.5698,0.457,0.52,0.51476,0.43916,0.47288,0.40074,0.572,0.5472,0.24275,0.54354,0.25774,0.55,0.538395329,0.541328945,0.551755975,0.540743469
6058,0.55524,0.44346,0.44803,0.45145,0.556,0.429,0.63005,0.68698,0.64538,0.6864,0.573,0.628,0.60628,0.49327,0.57449,0.46991,0.688,0.65324,0.30413,0.67027,0.3312,0.677,0.353052977,0.626831379,0.502952567,0.564585306
6059,0.19891,0.35346,0.23383,0.38457,0.544,0.216,0.78611,0.73954,0.73638,0.73581,0.693,0.736,0.36485,0.64188,0.33835,0.63445,0.753,0.40612,0.32389,0.44335,0.37601,0.744,0.181836254,0.747921738,0.582359469,0.482551356
6060,0.20629,0.25573,0.12488,0.2851,0.65,0.206,0.80546,0.7498,0.79687,0.74286,0.765,0.77,0.51082,0.63972,0.47537,0.59942,0.768,0.52947,0.38336,0.37233,0.40489,0.757,0.196439909,0.780106448,0.72675513,0.447058156
6061,0.34433,0.19885,0.16211,0.20092,0.664,0.198,0.7879,0.60599,0.78886,0.62895,0.736,0.743,0.67658,0.67264,0.63818,0.67432,0.732,0.28083,0.33986,0.25436,0.34202,0.718,0.201841411,0.627601112,0.670533304,0.240627951
6062,0.21837,0.17333,0.22719,0.17544,0.56,0.215,0.67668,0.53411,0.70536,0.55616,0.649,0.663,0.66076,0.57184,0.65718,0.56988,0.651,0.30069,0.24161,0.44524,0.23351,0.636,0.287726215,0.736,0.572119714,0.33502867
6063,0.13467,0.11233,0.29932,0.10308,0.362,0.225,0.58256,0.33746,0.56849,0.3256,0.524,0.546,0.54611,0.47393,0.54667,0.46647,0.523,0.50767,0.11192,0.55263,0.11616,0.475,0.270921897,0.409468419,0.487706807,0.377204117
6064,0.22384,0.16055,0.21914,0.14302,0.219,0.204,0.38031,0.19107,0.36719,0.19225,0.355,0.376,0.38847,0.28915,0.38585,0.28756,0.352,0.28256,0.13059,0.33933,0.11753,0.22,0.142315374,0.288361773,0.278682665,0.139421127
6065,0.11111,0.05766,0.09918,0.05453,0.09,0.108,0.19201,0.08846,0.19232,0.09316,0.162,0.202,0.18075,0.10491,0.1792,0.10286,0.161,0.09282,0.04341,0.09798,0.04449,0.044,0.038084614,0.091603353,0.088059735,0.051660096
6066,0.02939,0.0076,0.03007,0.00643,0.021,0.031,0.02527,0.01053,0.02455,0.00965,0.022,0.048,0.02681,0.00846,0.02607,0.00791,0.021,0.0033,0.00641,0.00627,0.00594,0.004,0.004588464,0.00929487,0.0108583,0.001095384
6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6078,0,0.00307,0,0.00388,0.005,0.003,0,0.01171,0,0.01253,0.016,0.003,0,0.01133,0,0.01219,0.02,0,0.00642,0,0.00595,0.016,0.010603036,0,0.007911147,0.009262053
6079,0.11595,0.12323,0.10142,0.11874,0.086,0.101,0.11812,0.17074,0.12492,0.17353,0.157,0.142,0.11807,0.16597,0.1238,0.16982,0.194,0.12536,0.1279,0.12202,0.13057,0.176,0.085903343,0.016,0.113636339,0.102820153
6080,0.29624,0.28786,0.2998,0.2734,0.338,0.274,0.34756,0.3838,0.35913,0.3858,0.397,0.362,0.33511,0.36995,0.34396,0.37466,0.404,0.34148,0.28741,0.33915,0.29281,0.371,0.248894901,0.157,0.384243521,0.35242928
6081,0.38573,0.39809,0.36147,0.35229,0.548,0.378,0.55001,0.55973,0.54955,0.55309,0.572,0.538,0.51869,0.53707,0.52006,0.54216,0.573,0.45638,0.45617,0.48217,0.47495,0.529,0.217239858,0.397,0.563830372,0.435832279
6082,0.06937,0.53675,0.10814,0.53907,0.663,0.241,0.68432,0.67487,0.70808,0.65203,0.698,0.676,0.64565,0.65345,0.6521,0.65553,0.684,0.36327,0.60682,0.33668,0.60492,0.639,0.3825465,0.572,0.683201651,0.465838426
6083,0.60688,0.58035,0.56317,0.59877,0.726,0.479,0.7844,0.74919,0.78601,0.75134,0.764,0.763,0.71578,0.71665,0.72663,0.71865,0.746,0.28739,0.66516,0.19387,0.64095,0.661,0.73759789,0.698,0.750136873,0.515876507
6084,0.73437,0.56849,0.67539,0.58831,0.74,0.538,0.80196,0.76018,0.79116,0.76351,0.778,0.78,0.73827,0.72947,0.74988,0.73181,0.76,0.59823,0.57598,0.25776,0.63025,0.627,0.490711773,0.764,0.682059075,0.347476832
6085,0.3538,0.49392,0.58684,0.49573,0.654,0.413,0.80007,0.56429,0.79042,0.57749,0.738,0.766,0.71828,0.68269,0.72137,0.68972,0.727,0.14269,0.52874,0.20876,0.53633,0.388,0.43065969,0.778,0.663991213,0.273460199
6086,0.12104,0.50375,0.11328,0.50606,0.45,0.213,0.71038,0.56336,0.69736,0.56068,0.648,0.667,0.62933,0.59971,0.58967,0.60663,0.641,0.4696,0.35098,0.28345,0.33087,0.25,0.237719252,0.738,0.582965863,0.110052993
6087,0.47832,0.46161,0.21172,0.45626,0.48,0.283,0.56072,0.34806,0.57144,0.3402,0.516,0.517,0.45532,0.45665,0.4646,0.46816,0.505,0.22823,0.27616,0.08901,0.29844,0.212,0.430130417,0.648,0.42403688,0.134228297
6088,0.32207,0.23746,0.36653,0.23074,0.332,0.287,0.39718,0.21526,0.37635,0.19973,0.346,0.367,0.33754,0.25377,0.31427,0.26387,0.325,0.14911,0.15014,0.14132,0.14605,0.137,0.152221382,0.516,0.273095673,0.046644241
6089,0.18112,0.09125,0.17495,0.08489,0.133,0.184,0.18377,0.08218,0.18587,0.07837,0.155,0.194,0.17515,0.09073,0.17931,0.09238,0.136,0.07419,0.06517,0.11399,0.06702,0.066,0.039094031,0.346,0.075328971,0.054140836
6090,0.02251,0.00784,0.0224,0.00737,0.018,0.044,0.02479,0.00649,0.02403,0.00604,0.02,0.046,0.02056,0.01132,0.02713,0.01097,0.019,0.02347,0.00488,0.02903,0.00411,0.011,0.010828775,0.155,0.011478898,0.005706322
6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
6092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,0,0.01023,0,0.011,0.017,0.002,0,0.00291,0,0.00365,0.003,0,0,0.00116,0,0.00253,0.006,0,0.00837,0,0.00859,0.011,0.007857066,0,0,0.007792136
6103,0.07929,0.15941,0.08863,0.16229,0.188,0.103,0.03368,0.07535,0.03534,0.06805,0.032,0.033,0.0461,0.03698,0.05489,0.05593,0.085,0.11205,0.10884,0.11205,0.11957,0.153,0.082625882,0.003,0.00609088,0.102815169
6104,0.30359,0.36495,0.30415,0.36207,0.401,0.319,0.04237,0.1026,0.05247,0.12124,0.081,0.056,0.10111,0.11362,0.11932,0.14472,0.186,0.32738,0.19353,0.33796,0.19281,0.339,0.358127599,0.032,0.037023342,0.319725519
6105,0.53515,0.52431,0.54081,0.50666,0.572,0.524,0.11361,0.2402,0.09185,0.21728,0.166,0.129,0.116,0.1819,0.14763,0.22113,0.276,0.45037,0.41578,0.45892,0.38397,0.482,0.565462105,0.081,0.119629381,0.516005181
6106,0.67179,0.62237,0.67413,0.59761,0.689,0.632,0.25441,0.27057,0.21378,0.23361,0.282,0.233,0.39411,0.29096,0.45751,0.29863,0.338,0.69423,0.57772,0.60825,0.55993,0.593,0.585494421,0.166,0.505687979,0.596430449
6107,0.63591,0.59962,0.68638,0.58998,0.756,0.652,0.62837,0.26881,0.35974,0.21999,0.361,0.465,0.22755,0.34313,0.38227,0.36832,0.4,0.42037,0.53162,0.43845,0.55001,0.652,0.63885874,0.282,0.195151547,0.730336455
6108,0.75584,0.58884,0.71736,0.58977,0.772,0.684,0.38299,0.40011,0.64966,0.36975,0.457,0.527,0.13319,0.27154,0.13656,0.32395,0.43,0.76436,0.40219,0.57614,0.42327,0.668,0.658036504,0.361,0.301954958,0.535843502
6109,0.74487,0.5441,0.74726,0.53888,0.737,0.683,0.43779,0.42382,0.42622,0.4428,0.368,0.355,0.24362,0.15095,0.14723,0.18141,0.445,0.6868,0.4782,0.79895,0.44032,0.628,0.667970611,0.457,0.282569372,0.240176345
6110,0.67997,0.44826,0.6993,0.47943,0.655,0.643,0.21955,0.23223,0.22888,0.27965,0.17,0.199,0.3118,0.15019,0.32586,0.15219,0.325,0.72172,0.51246,0.61999,0.45662,0.562,0.545528729,0.368,0.343906865,0.451726701
6111,0.55041,0.40001,0.54911,0.37358,0.524,0.531,0.07205,0.14231,0.07205,0.12127,0.129,0.091,0.18696,0.16756,0.17263,0.19591,0.297,0.56178,0.43609,0.52193,0.40143,0.454,0.478370883,0.17,0.224615181,0.472926645
6112,0.38212,0.16727,0.37654,0.17467,0.35,0.361,0.15025,0.07746,0.12631,0.06599,0.081,0.109,0.30552,0.09975,0.32677,0.12444,0.201,0.39076,0.24067,0.33493,0.2374,0.309,0.237371683,0.129,0.173076825,0.213081123
6113,0.18128,0.07551,0.1845,0.07368,0.154,0.192,0.02627,0.02049,0.0588,0.02094,0.019,0.045,0.09591,0.02764,0.07696,0.0314,0.098,0.14311,0.0822,0.15647,0.08171,0.139,0.057091537,0.081,0.040483888,0.060918886
6114,0.02199,0.00561,0.02114,0.00506,0.018,0.042,0.01436,0,0.01947,0,0,0.014,0.01753,0.00269,0.02041,0.00247,0.016,0.0217,0.00486,0.0208,0.00518,0.019,0.010066027,0.019,0.008016886,0.007646034
6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
