,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2014,Utrecht2015,Utrecht2016,Utrecht2017
Profile time series,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PV-MEAS,PV-MEAS,PV-MEAS,PV-MEAS
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
5848,0.10244,0.13594,0.43457,0.14563,0.331,0.269,0.37964,0.23548,0.36197,0.21747,0.355,0.347,0.3942,0.19796,0.38537,0.15975,0.364,0.25205,0.26104,0.2146,0.26689,0.151,0.083389822,0.318972532,0.364,0.234801839
5849,0.11281,0.08494,0.02153,0.08182,0.163,0.083,0.23492,0.12786,0.22372,0.12503,0.191,0.243,0.20407,0.07202,0.20926,0.07099,0.181,0.19524,0.09845,0.19965,0.10674,0.072,0.076845737,0.055907039,0.181,0.104956061
5850,0.04239,0.0156,0.04151,0.01527,0.037,0.039,0.04408,0.01473,0.04457,0.01393,0.043,0.066,0.04131,0.02178,0.04328,0.01943,0.037,0.00756,0.01899,0.01231,0.01631,0.017,0.011298096,0.032458396,0.037,0.029973047
5851,0,0,0,0,0,0,0,0,0.00025,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0.001131852,0,0.000834474
5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5862,0,0.01102,0,0.01135,0.038,0.002,0,0.01861,0,0.0197,0.041,0.002,0,0.0165,0,0.01781,0.017,0,0.01416,0.00041,0.01514,0.038,0.031087149,0.027480733,0.017,0.014186061
5863,0.11688,0.0668,0.13674,0.08007,0.214,0.137,0.07572,0.10926,0.07538,0.11989,0.21,0.071,0.04369,0.08423,0.03408,0.08847,0.059,0.15008,0.18062,0.15085,0.18026,0.215,0.170952185,0.059077811,0.059,0.138592114
5864,0.35652,0.20143,0.35935,0.23042,0.42,0.37,0.03251,0.23837,0.02453,0.2573,0.386,0.066,0.31754,0.28585,0.33865,0.28189,0.132,0.35893,0.33829,0.3584,0.33171,0.42,0.404332866,0.037722021,0.132,0.336692937
5865,0.54473,0.30579,0.53841,0.36406,0.585,0.553,0.08063,0.28513,0.1695,0.32405,0.502,0.094,0.15557,0.42247,0.31885,0.37966,0.271,0.54393,0.52767,0.55909,0.50989,0.581,0.577835178,0.105990705,0.271,0.52287137
5866,0.67344,0.43224,0.67021,0.50939,0.7,0.681,0.15003,0.42151,0.14417,0.36762,0.551,0.152,0.41122,0.4952,0.22373,0.47837,0.603,0.66425,0.64596,0.66653,0.65244,0.674,0.68899208,0.219246809,0.603,0.695849722
5867,0.74504,0.62442,0.73905,0.65047,0.765,0.754,0.71071,0.56315,0.57683,0.49341,0.54,0.549,0.56195,0.53916,0.61533,0.57431,0.723,0.71943,0.61906,0.74015,0.64874,0.713,0.753574421,0.654346732,0.723,0.412886961
5868,0.78549,0.74168,0.77015,0.71941,0.778,0.772,0.65191,0.69126,0.62128,0.6841,0.533,0.681,0.13517,0.5394,0.45057,0.49473,0.666,0.07927,0.63197,0.04155,0.66998,0.705,0.730836337,0.595384777,0.666,0.247993347
5869,0.69836,0.64172,0.57881,0.62431,0.738,0.637,0.08807,0.58052,0.04078,0.59308,0.456,0.399,0.76171,0.44606,0.70666,0.45789,0.453,0.33535,0.54841,0.55871,0.56511,0.654,0.472031403,0.470024032,0.453,0.634281866
5870,0.54863,0.45147,0.54901,0.36682,0.646,0.506,0.27695,0.43094,0.49367,0.43276,0.313,0.494,0.52341,0.47617,0.30903,0.45397,0.309,0.43072,0.43403,0.68231,0.43794,0.564,0.423226636,0.505123336,0.309,0.427936057
5871,0.32721,0.25719,0.09349,0.2196,0.5,0.224,0.55092,0.38949,0.50122,0.36968,0.266,0.463,0.42101,0.39509,0.34148,0.39651,0.34,0.46067,0.332,0.32972,0.35241,0.452,0.197229998,0.434440656,0.34,0.364251449
5872,0.16306,0.1209,0.12212,0.11328,0.271,0.118,0.3844,0.26444,0.34885,0.25405,0.211,0.327,0.25284,0.25828,0.08306,0.25216,0.279,0.39588,0.19754,0.28227,0.20543,0.311,0.068774102,0.357743044,0.279,0.298659138
5873,0.09249,0.05011,0.11741,0.0448,0.141,0.099,0.17433,0.09855,0.1913,0.09324,0.132,0.206,0.1607,0.10241,0.07889,0.09865,0.171,0.21558,0.08611,0.18566,0.08405,0.164,0.044218696,0.080997888,0.171,0.086543144
5874,0.05082,0.0135,0.04972,0.01144,0.035,0.053,0.05069,0.0167,0.04636,0.01485,0.04,0.065,0.0449,0.01489,0.04983,0.01338,0.039,0.04324,0.01663,0.0409,0.0168,0.036,0.014313195,0.026207029,0.039,0.017260486
5875,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.000286411,0.000608069,0,0.000378421
5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886,0,0.01793,0.00039,0.01869,0.038,0.008,0,0.01696,0.00086,0.01748,0.038,0.009,0,0.01731,0,0.01891,0.013,0,0.01763,0,0.0185,0.04,0.013987279,0.015706985,0.022556395,0.014015806
5887,0.13833,0.08176,0.14754,0.0765,0.221,0.166,0.1458,0.16583,0.14562,0.16561,0.202,0.176,0.13052,0.11807,0.12808,0.12686,0.079,0.13722,0.14623,0.14409,0.14348,0.226,0.159198429,0.188071777,0.126501833,0.164785645
5888,0.3602,0.1789,0.3701,0.17902,0.427,0.375,0.26459,0.3397,0.30467,0.34347,0.395,0.332,0.34121,0.27181,0.33036,0.28498,0.183,0.36027,0.30412,0.35944,0.30376,0.436,0.407298247,0.381838041,0.380078294,0.395005534
5889,0.54833,0.31058,0.55419,0.31814,0.594,0.543,0.53442,0.46486,0.53593,0.4885,0.536,0.494,0.50867,0.4727,0.50888,0.48394,0.31,0.55037,0.44991,0.55818,0.43121,0.6,0.57559562,0.518643662,0.574391339,0.558114327
5890,0.67468,0.55639,0.6638,0.58566,0.711,0.623,0.66066,0.59082,0.63575,0.62319,0.608,0.566,0.31173,0.6341,0.3337,0.66007,0.508,0.69694,0.63644,0.692,0.61183,0.714,0.563830628,0.560372805,0.399733769,0.672224152
5891,0.67543,0.72663,0.62108,0.74337,0.778,0.621,0.04866,0.58307,0.1778,0.6462,0.603,0.245,0.52527,0.68974,0.5588,0.72144,0.624,0.65607,0.65327,0.65153,0.67055,0.776,0.727387307,0.108510089,0.573560341,0.642128556
5892,0.80044,0.73344,0.79352,0.72586,0.796,0.746,0.08775,0.52271,0.08169,0.57042,0.555,0.118,0.54675,0.63909,0.56415,0.6572,0.572,0.68319,0.57973,0.69927,0.59187,0.78,0.804640235,0.461517988,0.711096256,0.424478408
5893,0.80616,0.63484,0.80678,0.5754,0.764,0.761,0.22137,0.42228,0.145,0.45702,0.424,0.182,0.45426,0.61201,0.45137,0.61808,0.359,0.25067,0.44645,0.31816,0.44414,0.723,0.768925715,0.261281045,0.462463028,0.409576545
5894,0.50287,0.41512,0.43877,0.35386,0.682,0.473,0.20997,0.42002,0.20599,0.42616,0.315,0.189,0.36361,0.44813,0.41203,0.47804,0.298,0.2472,0.44883,0.3551,0.45316,0.619,0.44052886,0.27836552,0.229339026,0.27017656
5895,0.15829,0.20284,0.25821,0.16402,0.548,0.255,0.23251,0.22825,0.38322,0.26876,0.209,0.262,0.15307,0.33676,0.11747,0.34825,0.261,0.55211,0.38962,0.50969,0.37242,0.485,0.216487693,0.305692392,0.190417887,0.333408407
5896,0.21689,0.09665,0.24496,0.0934,0.368,0.22,0.35396,0.17943,0.29166,0.18739,0.107,0.229,0.18568,0.15563,0.17393,0.14443,0.115,0.30699,0.23249,0.32853,0.25409,0.332,0.117987006,0.155323962,0.113279973,0.133148256
5897,0.13577,0.04115,0.14476,0.0379,0.177,0.124,0.17572,0.09343,0.19136,0.09069,0.061,0.18,0.0415,0.07438,0.0383,0.07013,0.036,0.17325,0.10481,0.18314,0.10575,0.149,0.052541106,0.102610027,0.079924781,0.053064406
5898,0.04691,0.01407,0.04778,0.01265,0.032,0.05,0.04788,0.02093,0.04435,0.02064,0.017,0.049,0.02436,0.01634,0.02134,0.01742,0.007,0.03785,0.01814,0.04769,0.01579,0.033,0.016963157,0.029622541,0.025639509,0.018788111
5899,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0.000249325,9.65E-05,1.72E-05,0
5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5910,0,0.00831,0,0.00911,0.03,0.006,0,0.01015,0,0.01305,0.016,0,0,0.00867,0,0.0103,0.005,0,0.01677,0,0.01808,0.024,0.01614049,0.002689554,0.005,0.014187038
5911,0.12307,0.14487,0.12636,0.14845,0.191,0.149,0.06163,0.12504,0.05303,0.13652,0.083,0.042,0.01741,0.03266,0.00629,0.04092,0.052,0.09572,0.13843,0.08918,0.15131,0.202,0.13136182,0.027195607,0.052,0.143725478
5912,0.34635,0.3017,0.33727,0.30545,0.387,0.357,0.15282,0.22381,0.05908,0.26774,0.188,0.118,0.11476,0.12383,0.11005,0.13334,0.177,0.18214,0.26404,0.18726,0.30017,0.408,0.354246139,0.193550577,0.177,0.310698467
5913,0.53444,0.46785,0.51863,0.48823,0.549,0.527,0.23356,0.34193,0.38018,0.37309,0.393,0.323,0.41296,0.16243,0.26832,0.17589,0.344,0.31907,0.39962,0.35363,0.45719,0.571,0.524963722,0.268995664,0.344,0.403333169
5914,0.67178,0.65344,0.65745,0.65784,0.662,0.66,0.17312,0.61885,0.06555,0.62053,0.609,0.195,0.45685,0.21543,0.25838,0.20895,0.457,0.29048,0.55655,0.47366,0.59192,0.687,0.644876334,0.06547407,0.457,0.694140556
5915,0.75728,0.62259,0.74231,0.56681,0.725,0.741,0.35947,0.56781,0.07035,0.56485,0.658,0.273,0.33086,0.37489,0.3573,0.32981,0.652,0.7757,0.65715,0.75288,0.69506,0.748,0.715273255,0.457422068,0.652,0.721188614
5916,0.79984,0.36158,0.78028,0.34845,0.738,0.775,0.74194,0.35659,0.40797,0.41276,0.677,0.525,0.63293,0.37884,0.52603,0.35907,0.724,0.81325,0.52518,0.79985,0.5934,0.738,0.731029258,0.463504501,0.724,0.768804119
5917,0.78092,0.17191,0.77406,0.18149,0.713,0.749,0.7822,0.3626,0.46988,0.45361,0.566,0.472,0.54478,0.50681,0.54429,0.46911,0.677,0.52347,0.4026,0.73801,0.50861,0.679,0.687188239,0.219836853,0.677,0.528787499
5918,0.6608,0.20371,0.66973,0.24054,0.631,0.633,0.24984,0.34485,0.37097,0.40139,0.397,0.318,0.50146,0.51073,0.40522,0.49247,0.625,0.3765,0.30447,0.46234,0.38527,0.546,0.600818893,0.30383077,0.625,0.389147259
5919,0.52477,0.24658,0.56779,0.25568,0.503,0.542,0.08509,0.27865,0.04386,0.31741,0.199,0.17,0.38188,0.41018,0.30636,0.36991,0.499,0.25955,0.20505,0.27364,0.23563,0.277,0.453499254,0.095812161,0.499,0.188772007
5920,0.41048,0.13979,0.41091,0.15334,0.333,0.405,0.04573,0.09559,0.0525,0.10025,0.146,0.06,0.22908,0.29601,0.14115,0.28606,0.352,0.21629,0.11835,0.19571,0.12682,0.163,0.265334806,0.020988028,0.352,0.088618202
5921,0.20823,0.06912,0.20648,0.07817,0.157,0.222,0.01319,0.04093,0.01106,0.04603,0.057,0.021,0.17832,0.10764,0.16464,0.10928,0.165,0.10185,0.05206,0.11355,0.04964,0.067,0.097402464,0.022355431,0.165,0.026474156
5922,0.039,0.01144,0.0396,0.01015,0.032,0.056,0.00393,0.0127,0.00574,0.01018,0.008,0.008,0.03534,0.02449,0.03859,0.02417,0.032,0.03415,0.01209,0.04068,0.01199,0.014,0.021417483,0.012934992,0.032,0.008699425
5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138179,0,0,5.15E-05
5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5934,0,0.00146,0,0.0028,0.021,0.001,0,0.00891,0,0.01075,0.013,0.007,0,0.00015,0,0.00028,0.006,0,0.00663,0,0.00685,0.015,0,0.01612977,0.0002319,0.004090979
5935,0.01013,0.01863,0.01361,0.02208,0.147,0.022,0.14735,0.12375,0.11698,0.12863,0.066,0.123,0.07179,0.01496,0.09413,0.01701,0.104,0.04495,0.12608,0.05539,0.11896,0.087,0.011511773,0.068597854,0.040059235,0.043456967
5936,0.06736,0.07059,0.06963,0.09156,0.294,0.073,0.13447,0.26832,0.15461,0.25737,0.129,0.135,0.11595,0.03273,0.02561,0.03814,0.325,0,0.29951,0,0.28313,0.179,0.04036217,0.094326017,0.063590018,0.134304839
5937,0.1861,0.19335,0.16618,0.23185,0.403,0.177,0.08719,0.41651,0.07843,0.41373,0.216,0.095,0.21368,0.0632,0.20306,0.0627,0.519,0.37151,0.4447,0.33601,0.45952,0.334,0.149172779,0.086168192,0.284934209,0.303994271
5938,0.26509,0.2597,0.27659,0.34925,0.505,0.261,0.14057,0.19485,0.27101,0.26372,0.217,0.132,0.54212,0.14827,0.26898,0.10025,0.647,0.10732,0.47901,0.09878,0.45607,0.495,0.240635754,0.150433689,0.462834881,0.135410085
5939,0.31771,0.40013,0.31152,0.46383,0.566,0.275,0.10111,0.39826,0.13739,0.37039,0.253,0.166,0.41721,0.37798,0.24689,0.31106,0.724,0.19639,0.49171,0.15963,0.53043,0.585,0.277214184,0.330564279,0.511068352,0.145963311
5940,0.1666,0.44489,0.25409,0.40401,0.516,0.233,0.1545,0.19943,0.18239,0.20422,0.435,0.254,0.57287,0.63492,0.27736,0.64314,0.744,0.14593,0.65283,0.26447,0.61935,0.638,0.189385618,0.456501368,0.316852282,0.144723006
5941,0.26363,0.37948,0.24783,0.38948,0.496,0.211,0.71083,0.37065,0.71576,0.42866,0.44,0.509,0.06211,0.53752,0.074,0.55658,0.718,0.10377,0.565,0.05269,0.51434,0.474,0.141485033,0.53142156,0.245643359,0.189760565
5942,0.28775,0.35905,0.15179,0.37046,0.446,0.186,0.61117,0.5134,0.64085,0.53421,0.543,0.445,0.20194,0.4545,0.25526,0.44061,0.624,0.09338,0.33251,0.26015,0.34727,0.404,0.111696761,0.347446993,0.31131673,0.210589651
5943,0.07813,0.28979,0.07896,0.33845,0.353,0.127,0.33833,0.35579,0.06413,0.39329,0.414,0.22,0.04464,0.26885,0.04464,0.28485,0.428,0.14184,0.19707,0.11523,0.23533,0.326,0.052269088,0.241543534,0.151161439,0.188524991
5944,0.24857,0.23848,0.17058,0.24294,0.274,0.198,0.39464,0.24159,0.36351,0.21153,0.227,0.328,0.23736,0.20506,0.24359,0.202,0.29,0.27604,0.1521,0.34902,0.17525,0.213,0.096235112,0.147982628,0.094978706,0.169835248
5945,0.14366,0.09168,0.15735,0.09662,0.104,0.165,0.09991,0.08934,0.09295,0.08736,0.098,0.122,0.10435,0.07917,0.10772,0.08071,0.096,0.14769,0.06396,0.17473,0.05562,0.079,0.067397954,0.044639534,0.058448447,0.070685027
5946,0.03784,0.01175,0.03648,0.01094,0.022,0.052,0.03938,0.01272,0.04107,0.0119,0.033,0.045,0.03431,0.00808,0.03347,0.00887,0.023,0.03769,0.01075,0.03769,0.00891,0.018,0.01526586,0.021691799,0.003541681,0.00234229
5947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.67E-05,0,0
5948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,0,0.00705,0,0.00758,0.018,0,0,0.01099,0,0.01212,0.014,0.003,0,0.0073,0,0.00839,0.019,0,0,0,0,0.014,0,0.027652154,0.021957956,0.001217009
5959,0.01743,0.08059,0.0212,0.08659,0.137,0.017,0.10332,0.11882,0.06755,0.12317,0.103,0.094,0.09618,0.12281,0.11754,0.12657,0.117,0.04731,0.03676,0.04646,0.02698,0.081,0.00464404,0.147638038,0.154856599,0.039580449
5960,0.06088,0.18667,0.05583,0.21475,0.294,0.063,0.35216,0.21947,0.36016,0.23206,0.239,0.334,0.32504,0.32549,0.34274,0.32544,0.292,0,0.19315,0,0.14389,0.148,0.031534789,0.235513333,0.373508054,0.180301838
5961,0.09768,0.3566,0.09597,0.39921,0.444,0.104,0.52118,0.39391,0.5238,0.39966,0.39,0.454,0.27678,0.45447,0.36457,0.46139,0.461,0.28736,0.47136,0.24194,0.46735,0.339,0.070971508,0.347490993,0.337714054,0.331144144
5962,0.15878,0.36398,0.16535,0.42399,0.507,0.133,0.31771,0.46836,0.31461,0.47716,0.372,0.328,0.31266,0.39413,0.35687,0.38314,0.634,0.69075,0.53739,0.50143,0.55022,0.563,0.121945699,0.29863424,0.482004558,0.360834084
5963,0.09606,0.4621,0.07745,0.48688,0.573,0.088,0.14876,0.40507,0.13369,0.38805,0.355,0.231,0.51611,0.3729,0.43902,0.32573,0.731,0.62892,0.46647,0.68137,0.44242,0.701,0.136396906,0.208657109,0.721866491,0.451620065
5964,0.27495,0.42973,0.20082,0.37844,0.595,0.212,0.17819,0.33134,0.29415,0.29246,0.319,0.238,0.47906,0.39344,0.60309,0.35293,0.673,0.18267,0.5089,0.28798,0.48809,0.674,0.259347082,0.259169587,0.641772229,0.313246374
5965,0.28766,0.46847,0.32637,0.39892,0.418,0.248,0.18757,0.46331,0.25376,0.42295,0.264,0.277,0.49495,0.34094,0.55926,0.30096,0.714,0.1574,0.47029,0.12674,0.49488,0.583,0.200500718,0.359396804,0.544253695,0.20846564
5966,0.18013,0.45984,0.14125,0.45688,0.32,0.138,0.50396,0.25742,0.35124,0.22563,0.232,0.373,0.46898,0.27416,0.58221,0.26888,0.641,0.3932,0.48303,0.36007,0.44717,0.534,0.142945906,0.230330748,0.603037362,0.418199136
5967,0.09462,0.3367,0.08872,0.34393,0.247,0.136,0.21515,0.24238,0.25261,0.26047,0.208,0.192,0.51309,0.24224,0.49691,0.23697,0.523,0.44015,0.33069,0.31477,0.33578,0.453,0.103523318,0.233760038,0.423288835,0.144799274
5968,0.25266,0.13059,0.24311,0.14896,0.161,0.202,0.35322,0.16609,0.42528,0.16975,0.126,0.3,0.38916,0.15703,0.38501,0.15669,0.356,0.2738,0.2108,0.25646,0.17708,0.23,0.106087358,0.147526526,0.312712711,0.172035976
5969,0.10949,0.04546,0.10527,0.05379,0.067,0.094,0.12785,0.04838,0.14649,0.05247,0.091,0.142,0.19082,0.06264,0.18089,0.05879,0.159,0.16218,0.06922,0.14727,0.07123,0.11,0.061299392,0.0666946,0.116004883,0.050283661
5970,0.02311,0.00702,0.01783,0.00525,0.009,0.014,0.04079,0.0033,0.0416,0.00444,0.028,0.048,0.03931,0.0124,0.03937,0.01273,0.03,0.03307,0.00895,0.03632,0.00819,0.03,0.020899126,0.00955165,0.01634829,0.00504079
5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120364,0
5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5982,0,0.01176,0,0.01332,0.008,0.007,0,0.00275,0,0.00212,0.01,0.003,0,0.01002,0,0.01226,0.029,0,0.00652,0,0.00545,0.009,0.007423527,0.013846747,0.01334207,0.012287334
5983,0.13842,0.09966,0.1353,0.10474,0.062,0.154,0.12014,0.0459,0.1298,0.04922,0.095,0.134,0.12564,0.13373,0.12564,0.15206,0.202,0.02219,0.08846,0.00393,0.0877,0.063,0.116006039,0.143721568,0.127131114,0.053421676
5984,0.29747,0.25564,0.30352,0.21509,0.142,0.287,0.34269,0.17898,0.34514,0.19534,0.25,0.345,0.34078,0.3068,0.33776,0.3382,0.403,0.10375,0.26782,0.05573,0.24229,0.148,0.28633787,0.395071936,0.352631582,0.140868403
5985,0.47169,0.33336,0.47278,0.28989,0.297,0.42,0.45421,0.3848,0.46272,0.35546,0.466,0.43,0.51955,0.35648,0.51711,0.42659,0.566,0.31959,0.39815,0.23237,0.35625,0.286,0.47121012,0.365816466,0.522056762,0.266757897
