;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed
Locations;Almeria2023;Forli2014;Forli2014;Forli2014;Forli2014;Forli2015;Forli2015;Forli2015;Forli2015;Torino2019;Torino2019;Torino2019;Torino2020;Torino2020;Torino2020;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2016;Utrecht2016;Utrecht2016;Utrecht2017;Utrecht2017;Utrecht2017
Profile time series;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2
Subsets;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed
Index;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
6408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6412;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6414;0.0;0.0;0.01284;0.021;0.002;0.0;0.0020299999999999997;0.003;0.004;0.0;0.0019299999999999999;0.0;0.0;0.0014199999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6415;0.038;0.05104;0.04222;0.194;0.061;0.04021;0.02705;0.061;0.043;0.02151;0.042409999999999996;0.032;0.02665;0.01924;0.055;0.03326;0.053079999999999995;0.047;0.019;0.03432;0.09295999999999999;0.105;0.026;0.060270000000000004;0.05881;0.117;0.0586;0.0933;0.079
6416;0.245;0.17265;0.09040000000000001;0.385;0.158;0.11386;0.16093000000000002;0.151;0.081;0.15922999999999998;0.20992;0.129;0.03718;0.09603;0.172;0.1377;0.15815;0.146;0.114;0.12704000000000001;0.23177;0.324;0.106;0.27159;0.11668;0.347;0.0889;0.25443;0.252
6417;0.451;0.1298;0.38262;0.541;0.151;0.09234;0.25612999999999997;0.208;0.157;0.32382;0.37581;0.398;0.14243;0.11637;0.285;0.22432;0.40854;0.281;0.217;0.07798999999999999;0.34956;0.536;0.087;0.45542;0.2641;0.534;0.09967000000000001;0.34996;0.396
6418;0.606;0.09654;0.41407;0.646;0.091;0.08937;0.35577;0.296;0.14;0.5012099999999999;0.45999;0.556;0.2405;0.1767;0.405;0.36537000000000003;0.37701;0.537;0.423;0.57669;0.45826999999999996;0.644;0.356;0.59181;0.51144;0.648;0.10857;0.45776999999999995;0.443
6419;0.709;0.40564999999999996;0.61413;0.684;0.364;0.05706;0.46601;0.49;0.083;0.60066;0.5270900000000001;0.668;0.09461;0.2059;0.493;0.38243;0.46033999999999997;0.658;0.408;0.32354;0.48366000000000003;0.69;0.265;0.6480499999999999;0.6361100000000001;0.711;0.15250999999999998;0.38394;0.527
6420;0.76;0.69001;0.67308;0.645;0.678;0.24805000000000002;0.45446;0.573;0.196;0.65246;0.59157;0.723;0.551;0.14522;0.392;0.62263;0.35796;0.604;0.419;0.033049999999999996;0.52527;0.699;0.053;0.67298;0.67763;0.723;0.1467;0.45427999999999996;0.646
6421;0.762;0.6023;0.5766;0.584;0.608;0.18166;0.32088;0.465;0.135;0.60799;0.48196;0.722;0.47420999999999996;0.13465;0.357;0.33917;0.32408;0.504;0.372;0.12013;0.49933;0.658;0.173;0.6651900000000001;0.63727;0.675;0.58994;0.14951;0.606
6422;0.719;0.36444;0.44503;0.441;0.32;0.06542;0.19315000000000002;0.356;0.076;0.6163;0.47851;0.671;0.12863999999999998;0.12881;0.25;0.33435000000000004;0.27998;0.548;0.341;0.49665;0.42194;0.474;0.413;0.55551;0.54713;0.592;0.61095;0.15353999999999998;0.532
6423;0.627;0.11787;0.29334;0.3;0.2;0.16391;0.31823;0.255;0.112;0.5407000000000001;0.46654;0.574;0.05274;0.17358;0.152;0.38362;0.1968;0.307;0.329;0.16524;0.29404;0.377;0.167;0.47367000000000004;0.42385;0.463;0.052450000000000004;0.11448;0.404
6424;0.485;0.28282999999999997;0.12443000000000001;0.175;0.255;0.14489;0.17542;0.15;0.137;0.37704000000000004;0.25969;0.425;0.08093;0.0682;0.089;0.18855000000000002;0.10059;0.097;0.167;0.0879;0.13924;0.223;0.081;0.30518;0.23231;0.292;0.1225;0.09567;0.18
6425;0.294;0.08563;0.01882;0.05;0.089;0.039850000000000003;0.02452;0.042;0.044;0.13911;0.14311000000000001;0.181;0.04211;0.00783;0.025;0.10466;0.023969999999999998;0.033;0.099;0.12118999999999999;0.03696;0.075;0.087;0.10734;0.05484000000000001;0.106;0.06498999999999999;0.038369999999999994;0.066
6426;0.081;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.00302;0.0;0.0;0.01;0.0030299999999999997;0.0;0.003;0.008;0.0029;0.0;0.003;0.00299;0.0;0.002
6427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6430;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6438;0.0;0.0;0.01183;0.019;0.005;0.0;0.013640000000000001;0.011;0.004;0.0;0.0;0.0;0.0;0.00126;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6439;0.037;0.12856;0.13119999999999998;0.198;0.142;0.07817;0.12875;0.15;0.083;0.02844;0.03455;0.061;0.00444;0.03604;0.069;0.01668;0.00928;0.04;0.015;0.06764;0.09625;0.113;0.076;0.06143;0.1256;0.124;0.01967;0.03182;0.076
6440;0.244;0.2385;0.27376999999999996;0.435;0.322;0.28243;0.30836;0.345;0.229;0.12982;0.13244;0.238;0.0259;0.16284;0.207;0.06481999999999999;0.01945;0.116;0.056;0.30311;0.23336;0.336;0.301;0.28016;0.33786;0.354;0.13263999999999998;0.09015000000000001;0.268
6441;0.452;0.48013;0.49712;0.61;0.476;0.43923;0.37564;0.507;0.353;0.28547;0.29355000000000003;0.403;0.039670000000000004;0.29145;0.314;0.06752;0.030670000000000003;0.162;0.064;0.49362;0.42489;0.536;0.481;0.4705;0.50912;0.536;0.12729000000000001;0.21108000000000002;0.451
6442;0.605;0.56796;0.68062;0.722;0.595;0.3825;0.44719;0.636;0.385;0.43679;0.49525;0.547;0.44488;0.48529;0.475;0.05464;0.06927;0.183;0.074;0.54164;0.5087200000000001;0.664;0.572;0.60768;0.5894299999999999;0.656;0.12498000000000001;0.32912;0.576
6443;0.705;0.59584;0.69236;0.773;0.586;0.46101;0.42974;0.702;0.347;0.54936;0.62299;0.657;0.42434;0.57257;0.588;0.14868;0.08004;0.195;0.131;0.62094;0.5242100000000001;0.742;0.614;0.6832699999999999;0.61985;0.715;0.16607;0.5398099999999999;0.619
6444;0.755;0.68437;0.71417;0.793;0.663;0.29889;0.49525;0.72;0.385;0.584;0.6323300000000001;0.705;0.6369199999999999;0.66641;0.562;0.11411;0.13168000000000002;0.237;0.099;0.5561499999999999;0.47839;0.732;0.526;0.69284;0.6713300000000001;0.722;0.42747;0.57669;0.59
6445;0.757;0.69464;0.68787;0.75;0.677;0.44398000000000004;0.48331;0.695;0.336;0.44013;0.6622899999999999;0.703;0.60272;0.6738500000000001;0.452;0.09801;0.10872;0.312;0.113;0.68021;0.56265;0.703;0.528;0.6752400000000001;0.59649;0.68;0.34785000000000005;0.47496;0.517
6446;0.713;0.62246;0.58288;0.649;0.612;0.24108000000000002;0.49868;0.608;0.34;0.45081;0.59527;0.645;0.5615;0.6759400000000001;0.35;0.15808000000000003;0.11469;0.34;0.163;0.21497999999999998;0.3296;0.54;0.259;0.12776;0.39015;0.572;0.48846;0.41089;0.438
6447;0.62;0.48345;0.42482;0.491;0.476;0.32288;0.37444;0.461;0.361;0.37255;0.51793;0.522;0.29302;0.58326;0.217;0.06748;0.0588;0.282;0.092;0.49431;0.24591;0.345;0.337;0.26926;0.12174;0.386;0.41679;0.27333999999999997;0.321
6448;0.476;0.29442;0.21858000000000002;0.286;0.287;0.29131999999999997;0.20069;0.272;0.281;0.29598;0.34;0.384;0.18277000000000002;0.38033;0.123;0.11387;0.03552;0.151;0.087;0.28056;0.18522;0.172;0.255;0.07668000000000001;0.04566;0.16;0.27829000000000004;0.15741999999999998;0.189
6449;0.284;0.07965000000000001;0.02721;0.069;0.084;0.09428;0.02714;0.071;0.099;0.14973;0.14367;0.174;0.17609;0.15128999999999998;0.041;0.0644;0.006719999999999999;0.067;0.051;0.10584;0.0434;0.078;0.094;0.01788;0.01428;0.042;0.09939;0.04373;0.063
6450;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.002;0.002;0.0;0.0;0.001;0.001;0.0;0.0;0.0;0.0;0.0;0.001
6451;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6462;0.0;0.0;0.01838;0.02;0.005;0.0;0.01281;0.011;0.001;0.0;0.0;0.0;0.0;0.00102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6463;0.025;0.1384;0.2072;0.21;0.154;0.06107;0.14364;0.136;0.091;0.02696;0.00429;0.062;0.019649999999999997;0.045340000000000005;0.064;0.03978;0.016370000000000003;0.074;0.035;0.0655;0.11878;0.072;0.073;0.02519;0.054799999999999995;0.027;0.053520000000000005;0.11118;0.074
6464;0.218;0.35297;0.40797000000000005;0.429;0.366;0.27232999999999996;0.33358;0.306;0.268;0.10209;0.00827;0.226;0.17284;0.23571999999999999;0.245;0.16863;0.0471;0.289;0.153;0.3013;0.33469;0.29;0.3;0.12773;0.17052;0.097;0.13879;0.31789999999999996;0.271
6465;0.445;0.5221699999999999;0.55603;0.6;0.537;0.44842000000000004;0.42363;0.461;0.446;0.15459;0.02755;0.406;0.37699;0.44095999999999996;0.457;0.25789;0.13461;0.49;0.259;0.49851999999999996;0.5092;0.546;0.484;0.41043;0.29572000000000004;0.201;0.26843;0.45594;0.464
6466;0.6;0.6329;0.65822;0.714;0.651;0.54831;0.6050399999999999;0.576;0.516;0.31341;0.06178;0.552;0.55545;0.6019500000000001;0.609;0.33077;0.18297999999999998;0.614;0.348;0.63923;0.6335;0.671;0.603;0.46514999999999995;0.34674;0.265;0.44239999999999996;0.54011;0.59
6467;0.701;0.70327;0.70485;0.773;0.718;0.63158;0.5651;0.617;0.578;0.4044;0.08922;0.655;0.6705800000000001;0.70492;0.712;0.61766;0.42772000000000004;0.691;0.536;0.54242;0.68152;0.74;0.536;0.40247000000000005;0.4027;0.352;0.69376;0.62802;0.667
6468;0.752;0.71984;0.7175499999999999;0.779;0.732;0.7413500000000001;0.56616;0.617;0.688;0.28926;0.04844;0.708;0.72454;0.75473;0.751;0.5949500000000001;0.46264999999999995;0.68;0.568;0.54011;0.65047;0.754;0.423;0.24425999999999998;0.33592;0.382;0.74178;0.6772699999999999;0.687
6469;0.752;0.68908;0.67413;0.735;0.689;0.60719;0.45373;0.567;0.572;0.20518;0.19113;0.71;0.71588;0.7482300000000001;0.733;0.68275;0.35699000000000003;0.635;0.642;0.44923;0.54252;0.715;0.263;0.28616;0.302;0.378;0.6715599999999999;0.57301;0.636
6470;0.708;0.62802;0.57127;0.638;0.603;0.0953;0.41058999999999996;0.461;0.188;0.33281;0.12617;0.629;0.69332;0.69092;0.646;0.6175700000000001;0.2695;0.523;0.584;0.26266;0.28902999999999995;0.623;0.207;0.15971000000000002;0.1904;0.23;0.51509;0.51883;0.553
6471;0.614;0.48636;0.41897;0.488;0.465;0.12171;0.22203;0.313;0.131;0.29645;0.06818;0.402;0.6095499999999999;0.5876;0.511;0.47156;0.19737000000000002;0.418;0.415;0.15289;0.17918;0.448;0.19;0.09104000000000001;0.12275;0.135;0.47374;0.39814;0.421
6472;0.473;0.29367000000000004;0.21205000000000002;0.288;0.28;0.18172;0.08805;0.161;0.198;0.24027;0.14737999999999998;0.281;0.46122;0.40263;0.275;0.30781000000000003;0.09303;0.228;0.238;0.21465;0.09334999999999999;0.268;0.164;0.07449;0.09591;0.078;0.27936;0.20972;0.252
6473;0.281;0.07909000000000001;0.02475;0.074;0.081;0.08628;0.00936;0.035;0.084;0.14295;0.045700000000000005;0.146;0.24186000000000002;0.17668999999999999;0.089;0.10870999999999999;0.027129999999999998;0.056;0.116;0.056960000000000004;0.02589;0.089;0.094;0.03753;0.02776;0.028;0.07748999999999999;0.039240000000000004;0.082
6474;0.072;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.001;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.001;0.004;0.0;0.0;0.0;0.0;0.0;0.001
6475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6480;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6486;0.0;0.0;0.01757;0.018;0.005;0.0;0.00721;0.012;0.002;0.0;0.0;0.0;0.0;0.00065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6487;0.029;0.13913;0.19861;0.205;0.156;0.06982;0.10579000000000001;0.149;0.069;0.027309999999999997;0.03381;0.059;0.0219;0.04665999999999999;0.064;0.00083;0.0595;0.029;0.013;0.0217;0.05626;0.063;0.015;0.05044;0.11591;0.093;0.02911;0.00452;0.014
6488;0.228;0.35223000000000004;0.40778;0.423;0.367;0.11125;0.17629;0.326;0.148;0.12221;0.07632;0.241;0.13301;0.20507;0.226;0.14338;0.18725;0.1;0.117;0.06459000000000001;0.15023;0.216;0.071;0.27509;0.31666000000000005;0.334;0.03247;0.047810000000000005;0.105
6489;0.434;0.5293;0.56099;0.599;0.537;0.24318;0.35168;0.461;0.256;0.3098;0.23662;0.432;0.33807;0.33661;0.368;0.2256;0.35743;0.175;0.205;0.18537;0.32567;0.38;0.212;0.46893;0.50354;0.529;0.07628;0.06522;0.235
6490;0.592;0.64463;0.67906;0.717;0.651;0.17575;0.51319;0.538;0.132;0.36025;0.43935;0.582;0.5278099999999999;0.50632;0.459;0.40174;0.52837;0.23;0.362;0.23549;0.29485;0.596;0.251;0.59035;0.6275299999999999;0.655;0.08479;0.10869;0.322
6491;0.695;0.71793;0.7210700000000001;0.779;0.715;0.06593;0.54127;0.538;0.124;0.47620999999999997;0.5819;0.682;0.6290800000000001;0.65315;0.516;0.5402100000000001;0.61793;0.322;0.533;0.33937;0.43751999999999996;0.653;0.256;0.6636799999999999;0.69639;0.716;0.46088999999999997;0.27059;0.387
6492;0.747;0.73242;0.7067899999999999;0.788;0.721;0.30113;0.47837999999999997;0.513;0.319;0.49583;0.51718;0.733;0.6921;0.6998;0.54;0.54984;0.64778;0.482;0.513;0.25012;0.49989;0.687;0.304;0.6819700000000001;0.7085499999999999;0.718;0.32218;0.25751;0.561
6493;0.748;0.69988;0.67725;0.742;0.676;0.40311;0.43924;0.417;0.343;0.5193;0.63298;0.736;0.6881900000000001;0.7046699999999999;0.633;0.50705;0.62062;0.563;0.485;0.10457;0.33693;0.551;0.289;0.65763;0.53328;0.69;0.55747;0.37004000000000004;0.609
6494;0.702;0.60482;0.58535;0.647;0.59;0.46607;0.43209;0.377;0.268;0.53667;0.43281000000000003;0.692;0.6694;0.67073;0.631;0.54411;0.51302;0.452;0.472;0.38029;0.26385000000000003;0.296;0.344;0.59734;0.3921;0.54;0.36104;0.27916;0.414
6495;0.606;0.47902;0.42299000000000003;0.497;0.458;0.04165;0.24248;0.299;0.051;0.47687;0.46356;0.597;0.58588;0.5618500000000001;0.522;0.30121;0.31073;0.279;0.356;0.22434;0.16188999999999998;0.226;0.223;0.46887;0.36434;0.277;0.10131;0.11835;0.253
6496;0.462;0.29008999999999996;0.21184;0.299;0.274;0.037630000000000004;0.07961;0.173;0.06;0.3949;0.24769;0.442;0.17425;0.35705000000000003;0.38;0.17191;0.11755;0.133;0.185;0.28543;0.09067;0.14;0.23;0.3033;0.20861000000000002;0.108;0.135;0.08503;0.152
6497;0.273;0.06739;0.02432;0.081;0.072;0.02989;0.01268;0.037;0.025;0.13674;0.10970999999999999;0.214;0.23455;0.0964;0.176;0.10111;0.02484;0.031;0.079;0.09813;0.03394;0.062;0.098;0.10862999999999999;0.04375;0.027;0.01007;0.021079999999999998;0.046
6498;0.068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.001;0.0;0.0;0.0;0.003;0.0;0.0;0.001;0.002;0.0;0.0;0.0;0.0;0.0;0.0
6499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
