;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed
Locations;Almeria2023;Forli2014;Forli2014;Forli2014;Forli2014;Forli2015;Forli2015;Forli2015;Forli2015;Torino2019;Torino2019;Torino2019;Torino2020;Torino2020;Torino2020;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2016;Utrecht2016;Utrecht2016;Utrecht2017;Utrecht2017;Utrecht2017
Profile time series;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2
Subsets;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed
Index;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
6313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6314;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6318;0.0;0.0;0.011179999999999999;0.017;0.007;0.0;0.02173;0.025;0.009;0.0;8,00E-05;0.002;0.0;8,00E-05;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.00017;0.002;0.0;0.00017999999999999998;0.0
6319;0.044;0.13741;0.10175;0.156;0.161;0.11487;0.20541;0.195;0.165;0.023629999999999998;0.023010000000000003;0.074;0.03087;0.01691;0.071;0.03893;0.01436;0.029;0.054;0.09184;0.11591;0.078;0.088;0.08044;0.12777;0.137;0.06783;0.09217;0.093
6320;0.22;0.33054;0.33104;0.363;0.351;0.37057999999999996;0.42505000000000004;0.415;0.382;0.06428;0.05925;0.224;0.06781999999999999;0.10382;0.2;0.11234999999999999;0.04441;0.12;0.157;0.31971;0.33487;0.243;0.322;0.30172000000000004;0.28486;0.356;0.24297;0.29429;0.259
6321;0.39;0.4696;0.46708999999999995;0.469;0.501;0.5600499999999999;0.59124;0.593;0.556;0.09136;0.16675;0.397;0.1465;0.12922999999999998;0.356;0.33279000000000003;0.11156999999999999;0.321;0.265;0.46988;0.50493;0.477;0.466;0.48551;0.49835;0.53;0.50417;0.4864;0.409
6322;0.607;0.50589;0.55087;0.421;0.525;0.67838;0.7047599999999999;0.717;0.646;0.19465000000000002;0.21730000000000002;0.551;0.12718000000000002;0.31581;0.477;0.35451;0.40416;0.62;0.354;0.64991;0.60097;0.652;0.608;0.61217;0.5922799999999999;0.651;0.56441;0.62837;0.523
6323;0.688;0.50849;0.58316;0.295;0.509;0.6698500000000001;0.7643099999999999;0.779;0.64;0.57757;0.19437000000000001;0.67;0.13977;0.33822;0.527;0.6246;0.57963;0.719;0.476;0.70131;0.64764;0.72;0.684;0.68516;0.65906;0.717;0.6566799999999999;0.6894600000000001;0.545
6324;0.764;0.59964;0.43932;0.262;0.545;0.72368;0.76167;0.78;0.703;0.6382000000000001;0.28244;0.685;0.2651;0.24161000000000002;0.529;0.44582;0.59336;0.744;0.375;0.67892;0.5433600000000001;0.698;0.571;0.5509700000000001;0.55153;0.737;0.57945;0.62663;0.52
6325;0.763;0.42057;0.27838999999999997;0.416;0.453;0.7033200000000001;0.72346;0.748;0.699;0.63897;0.29294;0.622;0.51677;0.33467;0.484;0.05923;0.51152;0.7;0.332;0.50913;0.40545;0.552;0.418;0.21195;0.4393;0.666;0.55177;0.6029;0.456
6326;0.72;0.48908999999999997;0.22599;0.454;0.458;0.6554099999999999;0.6102799999999999;0.659;0.637;0.42963;0.18339;0.422;0.53152;0.36225999999999997;0.361;0.29375;0.45676;0.605;0.264;0.40443;0.33809;0.382;0.412;0.26225;0.32499;0.598;0.49217;0.53265;0.324
6327;0.628;0.25601;0.15072;0.302;0.314;0.51606;0.46286;0.509;0.502;0.42125;0.25141;0.224;0.49663999999999997;0.31459;0.244;0.06456;0.30961;0.454;0.157;0.25566;0.19313999999999998;0.198;0.285;0.09115999999999999;0.2018;0.445;0.46752;0.34923000000000004;0.212
6328;0.476;0.29817;0.10998000000000001;0.185;0.276;0.33036;0.25173;0.314;0.323;0.14022;0.09884;0.121;0.36021;0.24076;0.138;0.15506999999999999;0.15493;0.279;0.18;0.19027000000000002;0.1185;0.049;0.168;0.12544;0.11805;0.251;0.28804;0.18863;0.131
6329;0.284;0.09754;0.0273;0.06;0.102;0.09129000000000001;0.04611;0.095;0.109;0.09648000000000001;0.02018;0.048;0.09818;0.06795;0.044;0.1105;0.05877;0.086;0.111;0.07686;0.04156;0.015;0.062;0.06025;0.042159999999999996;0.076;0.13336;0.04684000000000001;0.055
6330;0.081;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.002;0.00067;0.0;0.001;0.0;0.0;0.001;0.00827;0.0006;0.006;0.017;0.00248;0.0;0.0;0.004;0.00709;0.0002;0.002;0.00881;0.00043;0.003
6331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6340;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6342;0.0;0.0;0.012060000000000001;0.01;0.007;0.0;0.022019999999999998;0.031;0.008;0.0;0.0;0.0;0.0;0.00121;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00016;0.0
6343;0.028;0.09623000000000001;0.11669;0.103;0.111;0.15244;0.21505000000000002;0.224;0.169;0.03403;0.022949999999999998;0.038;0.03207;0.03451;0.046;0.036359999999999996;0.10457999999999999;0.007;0.031;0.011869999999999999;0.03637;0.09;0.006;0.041229999999999996;0.07626999999999999;0.075;0.07246;0.08503;0.071
6344;0.224;0.31506;0.24473;0.222;0.314;0.36692;0.42477;0.441;0.379;0.02511;0.12445;0.112;0.15125;0.10764;0.13;0.11222;0.25551;0.035;0.101;0.09426999999999999;0.11051000000000001;0.232;0.054;0.31207999999999997;0.19569;0.242;0.11259000000000001;0.23251;0.203
6345;0.431;0.53287;0.38095999999999997;0.331;0.546;0.53389;0.5790700000000001;0.608;0.55;0.08467;0.26133;0.226;0.35736;0.21719999999999998;0.219;0.178;0.42588;0.147;0.145;0.18223;0.24797;0.328;0.163;0.46495;0.38019;0.425;0.22673;0.38175;0.315
6346;0.585;0.60315;0.45843;0.469;0.647;0.6400800000000001;0.67353;0.718;0.667;0.24308000000000002;0.39456;0.35;0.48882;0.32275;0.281;0.38939;0.46562;0.201;0.247;0.20584;0.37725;0.432;0.215;0.57023;0.31072000000000005;0.57;0.5505800000000001;0.41087;0.405
6347;0.646;0.5300900000000001;0.38195;0.449;0.619;0.64591;0.6974600000000001;0.761;0.709;0.2299;0.28518;0.42;0.44809;0.42541;0.331;0.46341000000000004;0.35718;0.314;0.154;0.21528;0.4617;0.481;0.222;0.69131;0.46586;0.659;0.17143;0.53335;0.534
6348;0.652;0.47587;0.35918;0.512;0.498;0.7180700000000001;0.7317400000000001;0.757;0.735;0.2344;0.30642;0.489;0.27277999999999997;0.41051;0.316;0.71116;0.36425;0.392;0.439;0.36356;0.39382999999999996;0.443;0.406;0.67588;0.58951;0.702;0.31233999999999995;0.6788500000000001;0.654
6349;0.375;0.1093;0.46982;0.509;0.353;0.66179;0.64583;0.686;0.68;0.11525;0.35754;0.425;0.17282;0.43095999999999995;0.313;0.65999;0.48399000000000003;0.564;0.565;0.4415;0.44950999999999997;0.318;0.485;0.5727300000000001;0.55928;0.656;0.0;0.41481999999999997;0.634
6350;0.39;0.59196;0.40788;0.427;0.458;0.50936;0.48601;0.539;0.55;0.09021;0.18412;0.313;0.26753;0.35442;0.251;0.53588;0.39098;0.588;0.515;0.33209;0.22786;0.174;0.301;0.55188;0.45986;0.569;0.44445;0.42275;0.519
6351;0.521;0.0475;0.38491000000000003;0.291;0.084;0.35247;0.29183;0.334;0.359;0.06815;0.19084;0.227;0.27009;0.29052999999999995;0.208;0.4172;0.25698000000000004;0.461;0.392;0.04457;0.11389;0.183;0.072;0.38772;0.37433999999999995;0.424;0.20429;0.2419;0.348
6352;0.472;0.25759;0.20042;0.182;0.139;0.22322999999999998;0.14971;0.154;0.208;0.08862;0.14288;0.146;0.40702;0.13677;0.147;0.34175;0.17025;0.299;0.304;0.08534;0.0299;0.091;0.039;0.29006;0.21194;0.257;0.15050999999999998;0.13312000000000002;0.185
6353;0.294;0.08195999999999999;0.03351;0.051;0.089;0.052289999999999996;0.03152;0.037;0.051;0.14159;0.0522;0.066;0.25271;0.05875;0.049;0.12739;0.05795;0.116;0.118;0.009;0.0269;0.023;0.021;0.11589;0.05258;0.096;0.07931999999999999;0.04244;0.071
6354;0.085;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.001;0.0024100000000000002;0.0;0.0;0.0077;0.00032;0.005;0.014;0.0036;0.0;0.0;0.001;0.00631;7.000000000000001e-05;0.005;0.00463;0.0;0.003
6355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6358;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6360;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6362;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6366;0.0;0.0;0.0215;0.03;0.007;0.0;0.018179999999999998;0.016;0.002;0.0;0.00177;0.001;0.0;2.9999999999999997e-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6367;0.041;0.14176;0.225;0.232;0.159;0.09298999999999999;0.16585;0.124;0.118;0.023559999999999998;0.03635;0.07;0.03062;0.024829999999999998;0.035;0.03539;0.08249;0.106;0.036;0.09393000000000001;0.0871;0.039;0.092;0.047259999999999996;0.10575;0.081;0.06817000000000001;0.12678;0.117
6368;0.25;0.31301;0.44414;0.459;0.354;0.2445;0.39099;0.26;0.285;0.16206;0.16404;0.245;0.07041;0.08372;0.099;0.20314;0.20873;0.29;0.208;0.30268;0.24401;0.154;0.299;0.0;0.2321;0.199;0.27172;0.30913999999999997;0.343
6369;0.455;0.5388;0.614;0.635;0.532;0.08306000000000001;0.4838;0.387;0.173;0.34914;0.32517;0.43;0.07534;0.15399000000000002;0.158;0.46906;0.33355;0.446;0.449;0.42905;0.26252;0.383;0.422;0.44021;0.4485;0.293;0.47385000000000005;0.46836;0.546
6370;0.614;0.6819;0.737;0.752;0.664;0.1991;0.43714;0.414;0.092;0.47051;0.51178;0.586;0.03518;0.35963999999999996;0.195;0.6063500000000001;0.49599;0.627;0.564;0.5038;0.46494;0.559;0.404;0.38549;0.49407;0.352;0.6402100000000001;0.6293099999999999;0.672
6371;0.717;0.74248;0.77089;0.816;0.726;0.21166;0.23761000000000002;0.336;0.097;0.5123099999999999;0.54457;0.689;0.13825;0.46303;0.207;0.68243;0.53665;0.701;0.639;0.53922;0.5188200000000001;0.662;0.526;0.23424;0.3896;0.406;0.6825399999999999;0.67795;0.744
6372;0.769;0.7785;0.71717;0.825;0.758;0.13452;0.26756;0.279;0.096;0.57124;0.6811499999999999;0.741;0.29093;0.43882;0.207;0.46022;0.32958;0.723;0.544;0.29206;0.40598;0.533;0.293;0.43179;0.37881;0.485;0.70237;0.6945800000000001;0.762
6373;0.773;0.75799;0.7505700000000001;0.78;0.727;0.12420999999999999;0.20086;0.226;0.088;0.6523300000000001;0.66584;0.743;0.19118000000000002;0.44339;0.179;0.36655;0.30695999999999996;0.66;0.379;0.22336;0.38186000000000003;0.644;0.094;0.62849;0.36177;0.467;0.70739;0.6135499999999999;0.727
6374;0.729;0.67522;0.64148;0.683;0.635;0.23315;0.12090999999999999;0.217;0.145;0.64636;0.62425;0.697;0.2969;0.32842;0.132;0.26361;0.30962;0.574;0.309;0.06620000000000001;0.21778;0.574;0.089;0.50528;0.22737000000000002;0.302;0.6557000000000001;0.56501;0.642
6375;0.635;0.51638;0.47149;0.531;0.492;0.0222;0.01636;0.21;0.043;0.57294;0.5119900000000001;0.6;0.044899999999999995;0.21724000000000002;0.09;0.31545;0.16408;0.421;0.3;0.07414;0.11103;0.449;0.087;0.21077;0.16325;0.129;0.5283;0.42783;0.503
6376;0.492;0.32;0.25219;0.327;0.306;0.09353;0.01045;0.172;0.077;0.44404000000000005;0.35829;0.447;0.023600000000000003;0.08609;0.045;0.22963999999999998;0.09287000000000001;0.247;0.23;0.12276000000000001;0.06987;0.257;0.05;0.07321;0.13483;0.081;0.33638;0.23975;0.316
6377;0.299;0.09644;0.04251;0.098;0.101;0.027309999999999997;0.010199999999999999;0.06;0.017;0.23914;0.14946;0.223;0.05022;0.03268;0.013;0.11156;0.02624;0.058;0.111;0.09290000000000001;0.022699999999999998;0.057;0.071;0.05337;0.04554;0.062;0.12007;0.05833;0.115
6378;0.086;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.005809999999999999;0.0;0.0;0.013;0.0047;0.0;0.003;0.009;0.00242;0.0;0.003;0.005809999999999999;0.0;0.003
6379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6380;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6388;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6390;0.0;0.0;0.02068;0.02;0.007;0.0;0.0;0.001;0.003;0.0;0.00183;0.002;0.0;0.00126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6391;0.029;0.14104;0.18106999999999998;0.158;0.153;0.0363;0.011619999999999998;0.018;0.029;0.031239999999999997;0.04004;0.06;0.019710000000000002;0.03511;0.038;0.01998;0.02946;0.012;0.016;0.05104;0.03484;0.046;0.017;0.07298;0.10484;0.118;0.06186;0.11716;0.096
6392;0.232;0.1992;0.35074;0.274;0.219;0.062299999999999994;0.0363;0.051;0.041;0.11029000000000001;0.14790999999999999;0.209;0.10105;0.14959999999999998;0.149;0.09047;0.09820999999999999;0.085;0.081;0.08965000000000001;0.21119;0.175;0.121;0.07167;0.28038;0.335;0.26242000000000004;0.27217;0.302
6393;0.447;0.2752;0.49469;0.355;0.304;0.09267;0.09034;0.084;0.084;0.11009000000000001;0.23466;0.385;0.25962;0.3142;0.315;0.23876;0.16307;0.25;0.156;0.30784;0.39483999999999997;0.302;0.226;0.47702999999999995;0.47778;0.512;0.48195;0.44061;0.492
6394;0.605;0.41577;0.54967;0.406;0.427;0.05757;0.18345;0.109;0.056;0.29860000000000003;0.35176999999999997;0.483;0.3718;0.45119;0.485;0.20690999999999998;0.23985;0.39;0.183;0.26558;0.21705000000000002;0.379;0.187;0.61871;0.55225;0.633;0.63778;0.58387;0.61
6395;0.708;0.6537000000000001;0.53651;0.446;0.619;0.07533;0.07901000000000001;0.134;0.063;0.59842;0.33441000000000004;0.612;0.40177999999999997;0.49504000000000004;0.564;0.06341;0.25504;0.422;0.152;0.23324;0.14527;0.405;0.138;0.38383;0.6256799999999999;0.69;0.72094;0.69076;0.675
6396;0.761;0.70116;0.5883700000000001;0.482;0.678;0.08308;0.09326999999999999;0.159;0.068;0.5433300000000001;0.32327999999999996;0.694;0.53798;0.40998;0.593;0.08488;0.27673000000000003;0.277;0.103;0.08059999999999999;0.18413;0.314;0.07;0.66461;0.67186;0.699;0.75788;0.71026;0.693
6397;0.765;0.55295;0.40411;0.435;0.628;0.08495;0.02117;0.162;0.072;0.66228;0.29443;0.696;0.58665;0.43417;0.589;0.032479999999999995;0.14999;0.242;0.041;0.08738;0.21769;0.245;0.062;0.50936;0.6211599999999999;0.638;0.73399;0.6562;0.645
6398;0.721;0.31808;0.24218;0.337;0.37;0.05823;0.02437;0.108;0.052;0.62514;0.23308;0.647;0.37586;0.47767000000000004;0.556;0.02847;0.15818000000000002;0.204;0.033;0.09061;0.21302000000000001;0.219;0.062;0.45732999999999996;0.48888;0.438;0.64718;0.55529;0.562
6399;0.628;0.08868000000000001;0.24681;0.193;0.089;0.0464;0.03748;0.069;0.041;0.15336000000000002;0.31298000000000004;0.533;0.41232;0.31271;0.433;0.03982;0.199;0.203;0.042;0.047619999999999996;0.0865;0.182;0.037;0.44433;0.36557999999999996;0.372;0.5082;0.39294;0.427
6400;0.482;0.023059999999999997;0.14122;0.077;0.103;0.024399999999999998;0.00841;0.032;0.029;0.42908999999999997;0.32954;0.375;0.33313;0.17759;0.308;0.03575;0.13087000000000001;0.129;0.035;0.04268;0.019280000000000002;0.091;0.037;0.32673;0.21083000000000002;0.23;0.31951999999999997;0.22716;0.257
6401;0.291;0.0499;0.02206;0.018;0.053;0.00509;0.00082;0.006;0.007;0.22813999999999998;0.14424;0.179;0.17305;0.09258;0.148;0.03582;0.039020000000000006;0.07;0.014;0.06988;0.00062;0.034;0.053;0.12332;0.053700000000000005;0.097;0.10934;0.053619999999999994;0.089
6402;0.081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.003;0.0036;0.0;0.002;0.002;0.0035600000000000002;0.0;0.001;0.005;0.00197;0.0;0.003;0.00405;0.0;0.002
6403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
